date_time,1AA1_1,1AA1_2,1AA1_3,1AA1_4,1AA1_5,1AA2_1,1AA2_2,1AA2_3,1AA2_4,1AA2_5,1AA3_1,1AA3_2,1AA4_1,1AA5_1,1AA6_1,1AA7_1,2AA1_1,2AA2_1,2AA3_1,2AA4_1,2AA4_2,2AA5_1,2AA5_2,2AA5_3,2AA5_4,2AA5_5,2AA6_1,2AA7_1,2AA7_2,2AA7_3,2AA7_4,2AA7_5,2AA7_6,2AA7_7,2AA7_8,2AA8_1,2AA8_2,2AA8_3,2AA8_4,2AA8_5,2AA8_6,2AA8_7,2AA9_1,2AA9_2,2AA9_3,2AA9_4,2AA9_5,2AA9_6,2AA9_7
2019-07-03T17:00:00,67431.36,31211.58,206653.77,0,52.24,115328.28,0,48129.64,271763.53,0,80449.6,150787.08,1.8,1.68,22.5,983043.5,1356172,0,0.24,219379.2,0,17491.08,29228.32,0,0,999.24,1083381,83471.62,225499.77,0.56,7271.96,0,0,1601.8,0,399.04,169.02,43368.96,188943.59,0,0,10.89,319312.53,60865.56,47302.32,111759.37,0,0,772.19
2019-07-03T18:00:00,67431.6,31212.12,206653.77,0,52.24,115330.2,0,48129.64,271763.59,0,80449.6,150787.92,1.8,1.68,22.5,983047,1356196,0,0.24,219382.5,0,17491.26,29228.48,0,0,999.24,1083400.5,83472.96,225501.88,0.56,7274.24,0,0,1601.8,0,399.04,169.02,43369.12,188949.45,0,0,10.89,319317.59,60866.58,47303.43,111760.3,0,0,772.19
2019-07-03T19:00:00,67431.76,31212.6,206653.77,0,52.24,115332.36,0,48129.64,271763.59,0,80449.8,150788.77,1.8,1.68,22.5,983051,1356224,0,0.24,219390.3,0,17491.38,29228.72,0,0,999.24,1083420.25,83474.3,225504.03,0.56,7276.78,0,0,1601.8,0,399.04,169.02,43369.26,188955.23,0,0,10.89,319322.62,60867.81,47304.15,111761.23,0,0,772.19
2019-07-03T20:00:00,67432,31213.14,206653.77,0,52.24,115333.8,0,48131.84,271763.69,0,80449.8,150789.72,1.8,1.68,22.5,983056.5,1356252.5,0,0.24,219399.59,0,17491.56,29228.96,0,0,999.24,1083438.88,83475.76,225506.58,0.56,7277.42,0,0,1601.8,0,399.04,169.02,43369.46,188961.56,0,0,10.89,319327.69,60868.5,47304.87,111762.16,0,0,772.19
2019-07-03T21:00:00,67432.24,31213.68,206653.77,0,52.24,115335,0,48134.28,271763.75,0,80450,150790.8,1.8,1.68,22.5,983062,1356280.5,0,0.24,219408.59,0,17491.74,29229.12,0,0,999.24,1083457.5,83477.28,225509.19,0.56,7277.54,0,0,1601.85,0,399.04,169.02,43369.74,188968.27,0,0,10.89,319332.72,60869.19,47305.59,111763.09,0,0,772.19
2019-07-03T22:00:00,67432.4,31214.22,206653.77,0,52.24,115335.9,0,48136.72,271763.75,0,80450,150791.88,1.8,1.68,22.5,983067.5,1356308.5,0,0.24,219417.59,0,17491.92,29229.36,0,0,999.24,1083475.75,83478.78,225511.8,0.56,7277.66,0,0,1601.85,0,399.04,169.02,43369.84,188974.64,0,0,10.89,319337.78,60869.79,47306.28,111764.01,0,0,772.19
2019-07-03T23:00:00,67432.64,31214.76,206653.77,0,52.24,115337.1,0,48139.16,271763.84,0,80450.2,150792.84,1.8,1.68,22.5,983073,1356336,0,0.24,219426.91,0,17492.04,29229.6,0,0,999.24,1083493.5,83480.3,225514.41,0.56,7277.78,0,0,1601.85,0,399.04,169.02,43370.04,188980.52,0,0,10.89,319342.78,60870.42,47307,111764.94,0,0,772.19
2019-07-04T00:00:00,67432.8,31215.3,206653.77,0,52.24,115337.88,0,48141.56,271763.91,0,80450.2,150793.92,1.8,1.68,22.5,983078.5,1356359,0,0.24,219431.09,0,17492.22,29229.84,0,0,999.24,1083511.75,83481.8,225516.98,0.56,7277.9,0,0,1601.85,0,399.04,169.02,43370.14,188986.95,0,0,10.89,319347.81,60871.08,47307.72,111765.87,0,0,772.19
2019-07-04T01:00:00,67433.04,31215.84,206653.77,0,52.24,115338.6,0,48142.92,271764,0,80450.4,150795,1.8,1.68,22.5,983082.5,1356382,0,0.24,219434.7,0,17492.4,29230,0,0,999.24,1083530.75,83483.3,225519.59,0.56,7278,0,0,1601.9,0,399.04,169.02,43370.26,188994.3,0,0,10.89,319352.84,60871.68,47308.44,111766.79,0,0,772.19
2019-07-04T02:00:00,67433.28,31216.38,206653.77,0,52.24,115339.32,0,48144.28,271764,0,80450.4,150796.08,1.8,1.68,22.5,983086.5,1356404.5,0,0.24,219438.59,0,17492.52,29230.24,0,0,999.24,1083548.75,83484.82,225522.2,0.56,7278.12,0,0,1601.9,0,399.04,169.02,43370.36,189000.66,0,0,10.89,319357.88,60872.31,47309.16,111767.72,0,0,772.19
2019-07-04T03:00:00,67433.44,31216.92,206653.77,0,52.24,115339.98,0,48145.68,271764.09,0,80450.6,150797.05,1.8,1.68,22.5,983090.5,1356427.5,0,0.24,219442.5,0,17492.7,29230.48,0,0,999.24,1083567.25,83486.32,225524.8,0.56,7278.24,0,0,1601.9,0,399.04,169.02,43370.46,189007.38,0,0,10.89,319362.91,60872.94,47309.88,111768.65,0,0,772.19
2019-07-04T04:00:00,67433.68,31217.46,206653.77,0,52.24,115340.7,0,48147.04,271764.16,0,80450.6,150798.12,1.8,1.68,22.5,983095,1356450,0,0.24,219446.09,0,17492.88,29230.64,0,0,999.24,1083585.62,83487.82,225527.41,0.56,7278.36,0,0,1601.9,0,399.04,169.02,43370.56,189013.92,0,0,10.89,319367.91,60873.57,47310.6,111769.58,0,0,772.19
2019-07-04T05:00:00,67433.92,31218,206653.77,0,52.24,115341.42,0,48148.44,271764.25,0,80450.8,150799.2,1.8,1.68,22.5,983099,1356473,0,0.24,219450,0,17493,29230.88,0,0,999.24,1083603.88,83489.34,225530.02,0.56,7278.48,0,0,1601.95,0,399.04,169.02,43370.66,189020.69,0,0,10.89,319372.94,60874.17,47311.32,111770.51,0,0,772.19
2019-07-04T06:00:00,67434.08,31218.54,206653.77,0,52.24,115342.14,0,48149.48,271764.25,0,80450.8,150800.28,1.8,1.68,22.5,983102.5,1356495.5,0,0.24,219453.91,0,17493.18,29231.12,0,0,999.24,1083621.88,83490.82,225532.66,0.56,7278.6,0,0,1601.95,0,399.04,169.02,43370.78,189026.78,0,0,10.89,319378.03,60874.8,47312.07,111771.45,0,0,772.19
2019-07-04T07:00:00,67434.32,31219.08,206653.77,0,52.24,115342.98,0,48149.52,271764.31,0,80451,150800.88,1.8,1.68,22.5,983105,1356518,0,0.24,219457.8,0,17493.36,29231.36,0,0,999.24,1083639.88,83492.18,225535.23,0.56,7278.72,0,0,1601.95,0,399.04,169.02,43370.88,189033.27,0,0,10.89,319383.06,60875.43,47312.79,111772.38,0,0,772.19
2019-07-04T08:00:00,67434.48,31219.62,206653.77,0,52.24,115344.72,0,48149.52,271764.41,0,80451,150801.59,1.8,1.68,22.5,983108.5,1356541,0,0.24,219461.41,0,17493.48,29231.52,0,0,999.24,1083658.75,83493.52,225537.84,0.56,7278.82,0,0,1602,0,399.04,169.02,43371.02,189040.16,0,0,10.89,319388.12,60876.39,47313.48,111773.31,0,0,772.19
2019-07-04T09:00:00,67434.72,31220.16,206653.77,0,52.24,115346.28,0,48149.52,271764.41,0,80451.2,150802.56,1.8,1.68,22.5,983112,1356565,0,0.24,219465.3,0,17493.66,29231.76,0,0,999.24,1083678.62,83494.86,225540.45,0.56,7278.94,0,0,1602,0,399.04,169.02,43371.14,189047.95,0,0,10.89,319393.16,60877.71,47314.2,111774.24,0,0,772.19
2019-07-04T10:00:00,67434.96,31220.7,206653.77,0,52.24,115347.24,0,48149.52,271764.47,0,80451.2,150803.41,1.8,1.68,22.5,983115,1356588.5,0,0.24,219468.91,0,17493.84,29232,0,0,999.24,1083697.5,83496.2,225542.81,0.56,7279.06,0,0,1602,0,399.04,169.02,43371.24,189054.98,0,0,10.89,319398.22,60878.73,47315.25,111775.18,0,0,772.19
2019-07-04T11:00:00,67435.12,31221.24,206653.77,0,52.24,115348.14,0,48149.56,271764.56,0,80451.4,150804.23,1.8,1.68,22.5,983117.5,1356612,0,0.24,219472.8,0,17494.02,29232.16,0,0,999.24,1083716.75,83497.52,225545.02,0.56,7279.16,0,0,1602,0,399.04,169.02,43371.36,189062.69,0,0,10.89,319403.25,60879.78,47316.18,111776.11,0,0,772.19
2019-07-04T12:00:00,67435.36,31221.78,206653.77,0,52.24,115350.12,0,48149.56,271764.62,0,80451.6,150805.08,1.8,1.68,22.5,983121.5,1356638,0,0.24,219476.41,0,17494.14,29232.4,0,0,999.24,1083738,83498.88,225547.41,0.56,7279.28,0,0,1602.05,0,399.04,169.02,43371.5,189072.05,0,0,10.89,319408.28,60880.95,47317.14,111777.04,0,0,772.19
2019-07-04T13:00:00,67435.6,31222.32,206653.77,0,52.24,115352.22,0,48149.56,271764.62,0,80451.6,150806.05,1.8,1.68,22.5,983125.5,1356662.5,0,0.24,219480.3,0,17494.32,29232.64,0,0,999.24,1083758.12,83500.22,225549.81,0.56,7279.42,0,0,1602.05,0,399.04,169.02,43371.68,189080.64,0,0,10.89,319413.38,60881.79,47317.86,111777.97,0,0,772.19
2019-07-04T14:00:00,67435.76,31222.86,206653.77,0,52.24,115354.44,0,48149.56,271764.72,0,80451.8,150806.77,1.8,1.68,22.5,983129.5,1356687.5,0,0.24,219484.2,0,17494.5,29232.8,0,0,999.24,1083778.75,83501.56,225552.2,0.56,7279.54,0,0,1602.05,0,399.04,169.02,43371.8,189089.64,0,0,10.89,319418.41,60882.84,47318.58,111778.9,0,0,772.19
2019-07-04T15:00:00,67436,31223.4,206653.77,0,52.24,115356.36,0,48149.56,271764.81,0,80451.8,150807.59,1.8,1.68,22.5,983133,1356713,0,0.24,219487.8,0,17494.62,29233.04,0,0,999.24,1083800.12,83502.92,225554.64,0.56,7279.66,0,0,1602.05,0,399.04,169.02,43371.9,189098.92,0,0,10.89,319423.44,60884.19,47319.33,111779.83,0,0,772.19
2019-07-04T16:00:00,67436.16,31223.94,206653.77,0,52.24,115358.04,0,48149.6,271764.88,0,80452,150808.44,1.8,1.68,22.5,983136.5,1356739,0,0.24,219491.7,0,17494.8,29233.28,0,0,999.24,1083821.75,83504.28,225557.09,0.56,7279.76,0,0,1602.1,0,399.04,169.02,43372.08,189107.78,0,0,10.89,319428.5,60886.14,47320.14,111780.76,0,0,772.19
2019-07-04T17:00:00,67436.4,31224.42,206653.77,0,52.24,115359.66,0,48149.6,271764.88,0,80452,150809.28,1.8,1.68,22.5,983140,1356764,0,0.24,219495.3,0,17494.98,29233.52,0,0,999.24,1083842.38,83505.62,225559.53,0.56,7279.88,0,0,1602.1,0,399.04,169.02,43372.18,189116.62,0,0,10.89,319433.56,60887.13,47321.04,111781.7,0,0,772.19
2019-07-04T18:00:00,67436.64,31224.96,206653.77,0,52.24,115361.52,0,48149.6,271764.97,0,80452.2,150810.12,1.8,1.68,22.5,983144,1356789,0,0.24,219499.2,0,17495.1,29233.68,0,0,999.24,1083863.12,83506.98,225561.84,0.56,7279.98,0,0,1602.1,0,399.04,169.02,43372.3,189125.34,0,0,10.89,319438.62,60888.21,47322.12,111782.62,0,0,772.19
2019-07-04T19:00:00,67436.8,31225.5,206653.77,0,52.24,115363.62,0,48149.6,271765.03,0,80452.2,150811.08,1.8,1.68,22.5,983147.5,1356820,0,0.24,219507.91,0,17495.28,29233.92,0,0,999.24,1083884.75,83508.34,225564.03,0.56,7282.08,0,0,1602.1,0,399.04,169.02,43372.46,189133.42,0,0,10.89,319443.69,60889.32,47322.84,111783.54,0,0,772.19
2019-07-04T20:00:00,67437.04,31226.04,206653.77,0,52.24,115365.24,0,48151.84,271765.03,0,80452.4,150812.05,1.8,1.68,22.5,983153.5,1356851,0,0.24,219517.2,0,17495.46,29234.16,0,0,999.24,1083906,83509.78,225566.34,0.56,7284.64,0,0,1602.15,0,399.04,169.02,43372.56,189140.91,0,0,10.89,319448.72,60890.1,47323.56,111784.49,0,0,772.19
2019-07-04T21:00:00,67437.28,31226.58,206653.77,0,52.24,115367.16,0,48154.32,271765.12,0,80452.4,150813.12,1.8,1.68,22.5,983160,1356881.5,0,0.24,219526.8,0,17495.58,29234.32,0,0,999.24,1083926.75,83511.3,225568.5,0.56,7287.14,0,0,1602.15,0,399.04,169.02,43372.84,189147.84,0,0,10.89,319453.72,60890.85,47324.28,111785.42,0,0,772.19
2019-07-04T22:00:00,67437.44,31227.12,206653.77,0,52.24,115369.32,0,48156.84,271765.19,0,80452.6,150814.08,1.8,1.68,22.5,983166.5,1356911.5,0,0.24,219536.09,0,17495.76,29234.56,0,0,999.24,1083947.12,83512.8,225570.69,0.56,7289.7,0,0,1602.15,0,399.04,169.02,43372.94,189154.44,0,0,10.89,319458.75,60891.48,47325,111786.35,0,0,772.19
2019-07-04T23:00:00,67437.68,31227.66,206653.77,0,52.24,115370.76,0,48159.32,271765.28,0,80452.6,150815.16,1.8,1.68,22.5,983172.5,1356941.5,0,0.24,219545.09,0,17495.94,29234.8,0,0,999.24,1083967.25,83514.32,225572.84,0.56,7292.16,0,0,1602.15,0,399.04,169.02,43373.22,189160.72,0,0,10.89,319463.78,60892.17,47325.72,111787.28,0,0,772.19
2019-07-05T00:00:00,67437.92,31228.14,206653.77,0,52.24,115371.9,0,48161.76,271765.28,0,80452.8,150816.23,1.8,1.68,22.5,983178,1356966.5,0,0.24,219549.3,0,17496.12,29235.04,0,0,999.24,1083987.62,83515.84,225575.02,0.56,7294.68,0,0,1602.2,0,399.04,169.02,43373.34,189167.42,0,0,10.89,319468.84,60892.83,47326.44,111788.21,0,0,772.19
2019-07-05T01:00:00,67438.08,31228.68,206653.77,0,52.24,115372.8,0,48163.16,271765.38,0,80452.8,150817.31,1.8,1.68,22.5,983182.5,1356991.5,0,0.24,219553.2,0,17496.24,29235.2,0,0,999.24,1084008.25,83517.34,225577.17,0.56,7297.12,0,0,1602.2,0,399.04,169.02,43373.54,189174.34,0,0,10.89,319473.81,60893.43,47327.16,111789.13,0,0,772.19
2019-07-05T02:00:00,67438.32,31229.22,206653.77,0,52.24,115373.7,0,48164.6,271765.44,0,80453,150818.41,1.8,1.68,22.5,983186.5,1357017.5,0,0.24,219557.09,0,17496.42,29235.44,0,0,999.24,1084029.25,83518.86,225579.33,0.56,7299.66,0,0,1602.2,0,399.04,169.02,43373.64,189182.02,0,0,10.89,319478.91,60894.09,47327.88,111790.07,0,0,772.19
2019-07-05T03:00:00,67438.48,31229.76,206653.77,0,52.24,115374.42,0,48166,271765.53,0,80453,150819.36,1.8,1.68,22.5,983191,1357042,0,0.24,219560.7,0,17496.6,29235.68,0,0,999.24,1084049.75,83520.36,225581.48,0.56,7302.1,0,0,1602.25,0,399.04,169.02,43373.76,189188.81,0,0,10.89,319483.94,60894.72,47328.6,111791,0,0,772.19
2019-07-05T04:00:00,67438.72,31230.3,206653.77,0,52.24,115375.14,0,48167.4,271765.53,0,80453.2,150820.44,1.8,1.68,22.5,983195,1357067,0,0.24,219564.59,0,17496.72,29235.92,0,0,999.24,1084069.75,83521.86,225583.66,0.56,7304.64,0,0,1602.25,0,399.04,169.02,43373.86,189195.48,0,0,10.89,319489.03,60895.35,47329.35,111791.94,0,0,772.19
2019-07-05T05:00:00,67438.96,31230.84,206653.77,0,52.24,115375.86,0,48168.84,271765.59,0,80453.2,150821.52,1.8,1.68,22.5,983199,1357092,0,0.24,219568.5,0,17496.9,29236.08,0,0,999.24,1084090.5,83523.38,225585.81,0.56,7307.1,0,0,1602.25,0,399.04,169.02,43373.96,189202.45,0,0,10.89,319494.09,60896.01,47330.07,111792.87,0,0,772.19
2019-07-05T06:00:00,67439.2,31231.38,206653.77,0,52.24,115376.58,0,48169.96,271765.69,0,80453.2,150822.48,1.8,1.68,22.5,983203,1357116.5,0,0.24,219572.41,0,17497.08,29236.32,0,0,999.24,1084110.62,83524.86,225588,0.56,7309.5,0,0,1602.25,0,399.04,169.02,43374.06,189209.08,0,0,10.89,319499.16,60896.64,47330.82,111793.81,0,0,772.19
2019-07-05T07:00:00,67439.36,31231.92,206653.77,0,52.24,115377.42,0,48169.96,271765.69,0,80453.4,150823.2,1.8,1.68,22.5,983205.5,1357141.5,0,0.24,219576.3,0,17497.2,29236.56,0,0,999.24,1084131,83526.22,225590.16,0.56,7311.3,0,0,1602.3,0,399.04,169.02,43374.18,189216.64,0,0,10.89,319504.22,60897.3,47331.54,111794.74,0,0,772.19
2019-07-05T08:00:00,67439.6,31232.4,206653.77,0,52.24,115379.76,0,48170,271765.75,0,80453.4,150823.92,1.8,1.68,22.5,983209.5,1357163,0,0.24,219580.2,0,17497.38,29236.72,0,0,999.24,1084148.38,83527.56,225592.31,0.56,7311.56,0,0,1602.3,0,399.04,169.02,43374.32,189222.41,0,0,10.89,319509.31,60898.17,47332.26,111795.67,0,0,772.19
2019-07-05T09:00:00,67439.76,31232.94,206653.77,0,52.24,115380.6,0,48170,271765.84,0,80453.6,150824.77,1.8,1.68,22.5,983212.5,1357185.5,0,0.24,219583.8,0,17497.56,29236.96,0,0,999.24,1084166.12,83528.92,225594.48,0.56,7311.78,0,0,1602.3,0,399.04,169.02,43374.46,189228.44,0,0,10.89,319514.34,60899.28,47333.19,111796.61,0,0,772.19
2019-07-05T10:00:00,67440,31233.48,206653.77,0,52.24,115381.14,0,48170,271765.91,0,80453.8,150825.72,1.8,1.68,22.5,983214.5,1357207.5,0,0.24,219587.7,0,17497.68,29237.2,0,0,999.24,1084184.12,83530.26,225596.64,0.56,7312,0,0,1602.3,0,399.04,169.02,43374.56,189234.92,0,0,10.89,319519.41,60900,47334,111797.54,0,0,772.19
2019-07-05T11:00:00,67440.24,31234.02,206653.77,0,52.24,115381.62,0,48170,271765.91,0,80454,150826.56,1.8,1.68,22.5,983217,1357230,0,0.24,219591.59,0,17497.86,29237.44,0,0,999.24,1084202.12,83531.62,225598.83,0.56,7312.24,0,0,1602.35,0,399.04,169.02,43374.68,189241.55,0,0,10.89,319524.47,60900.63,47335.02,111798.46,0,0,772.19
2019-07-05T12:00:00,67440.4,31234.5,206653.77,0,52.24,115383.06,0,48170.04,271766,0,80454.2,150827.41,1.8,1.68,22.5,983220.5,1357253,0,0.24,219595.2,0,17498.04,29237.6,0,0,999.24,1084220.75,83532.96,225600.98,0.56,7312.46,0,0,1602.35,0,399.04,169.02,43374.84,189248.2,0,0,10.89,319529.53,60901.5,47336.31,111799.39,0,0,772.19
2019-07-05T13:00:00,67440.64,31235.04,206653.77,0,52.24,115384.2,0,48170.04,271766.09,0,80454.4,150828.23,1.8,1.68,22.5,983223.5,1357275,0,0.24,219599.09,0,17498.22,29237.84,0,0,999.24,1084238.38,83534.32,225603.19,0.56,7312.7,0,0,1602.35,0,399.04,169.02,43375,189254.19,0,0,10.89,319534.53,60902.52,47337.03,111800.33,0,0,772.19
2019-07-05T14:00:00,67440.88,31235.58,206653.77,0,52.24,115385.16,0,48170.04,271766.16,0,80454.4,150829.08,1.8,1.68,22.5,983226.5,1357296.5,0,0.24,219602.7,0,17498.34,29238.08,0,0,999.24,1084255.75,83535.66,225605.34,0.56,7312.92,0,0,1602.35,0,399.04,169.02,43375.1,189260.2,0,0,10.89,319539.44,60903.48,47337.75,111801.26,0,0,772.19
2019-07-05T15:00:00,67441.04,31236.12,206653.77,0,52.24,115385.88,0,48170.04,271766.16,0,80454.6,150829.92,1.8,1.68,22.5,983229,1357319,0,0.24,219606.59,0,17498.52,29238.24,0,0,999.24,1084273.5,83537.02,225607.5,0.56,7313.14,0,0,1602.4,0,399.04,169.02,43375.2,189266.34,0,0,10.89,319544.44,60904.86,47338.44,111802.19,0,0,772.19
2019-07-05T16:00:00,67441.28,31236.66,206653.77,0,52.24,115386.48,0,48170.08,271766.25,0,80454.6,150830.77,1.8,1.68,22.5,983231.5,1357341.5,0,0.24,219610.2,0,17498.7,29238.48,0,0,999.24,1084291.75,83538.36,225609.66,0.56,7313.38,0,0,1602.4,0,399.04,169.02,43375.32,189272.98,0,0,10.89,319549.41,60905.76,47339.16,111803.12,0,0,772.19
2019-07-05T17:00:00,67441.52,31237.14,206653.77,0,52.24,115387.14,0,48170.08,271766.31,0,80454.8,150831.59,1.8,1.68,22.5,983233.5,1357364.5,0,0.24,219614.09,0,17498.82,29238.72,0,0,999.24,1084310.75,83539.72,225611.84,0.56,7313.6,0,0,1602.4,0,399.04,169.02,43375.42,189280,0,0,10.89,319554.38,60907.08,47339.88,111804.05,0,0,772.19
2019-07-05T18:00:00,67441.68,31237.68,206653.77,0,52.24,115388.22,0,48170.08,271766.31,0,80454.8,150832.44,1.8,1.68,22.5,983236.5,1357387.5,0,0.24,219618,0,17499,29238.96,0,0,999.24,1084329,83541.08,225614.02,0.56,7313.84,0,0,1602.4,0,399.04,169.02,43375.58,189286.66,0,0,10.89,319559.38,60908.04,47340.6,111804.98,0,0,772.19
2019-07-05T19:00:00,67441.92,31238.22,206653.77,0,52.24,115390.02,0,48170.08,271766.41,0,80454.8,150833.28,1.8,1.68,22.5,983240.5,1357414,0,0.24,219626.09,0,17499.18,29239.12,0,0,999.24,1084347,83542.42,225616.23,0.56,7314.1,0,0,1602.45,0,399.04,169.02,43375.74,189292.66,0,0,10.89,319564.38,60909.39,47341.35,111805.92,0,0,772.19
2019-07-05T20:00:00,67442.08,31238.76,206653.77,0,52.24,115391.16,0,48172.32,271766.47,0,80455,150834.23,1.8,1.68,22.5,983245.5,1357441.5,0,0.24,219635.7,0,17499.3,29239.36,0,0,999.24,1084364.38,83543.88,225618.42,0.56,7314.36,0,0,1602.45,0,399.04,169.02,43375.94,189298.56,0,0,10.89,319569.38,60910.14,47342.07,111806.84,0,0,772.19
2019-07-05T21:00:00,67442.32,31239.3,206653.77,0,52.24,115391.88,0,48174.8,271766.56,0,80455,150835.31,1.8,1.68,22.5,983251,1357469,0,0.24,219645.3,0,17499.48,29239.6,0,0,999.24,1084381.5,83545.38,225620.58,0.56,7314.6,0,0,1602.45,0,399.04,169.02,43376.08,189304.38,0,0,10.89,319574.34,60910.98,47342.79,111807.78,0,0,772.19
2019-07-05T22:00:00,67442.56,31239.84,206653.77,0,52.24,115392.72,0,48177.32,271766.56,0,80455.2,150836.41,1.8,1.68,22.5,983256,1357497,0,0.24,219654.59,0,17499.66,29239.76,0,0,999.24,1084399.5,83546.9,225622.8,0.56,7314.86,0,0,1602.45,0,399.04,169.02,43376.18,189310.92,0,0,10.89,319579.31,60911.64,47343.51,111808.71,0,0,772.19
2019-07-05T23:00:00,67442.72,31240.32,206653.77,0,52.24,115393.44,0,48179.8,271766.62,0,80455.2,150837.48,1.8,1.68,22.5,983261.5,1357523.5,0,0.24,219663.59,0,17499.78,29240,0,0,999.24,1084416.62,83548.4,225624.98,0.56,7315.08,0,0,1602.5,0,399.04,169.02,43376.34,189316.55,0,0,10.89,319584.31,60912.27,47344.23,111809.65,0,0,772.19
2019-07-06T00:00:00,67442.96,31240.86,206653.77,0,52.24,115394.04,0,48182.28,271766.72,0,80455.4,150838.44,1.8,1.68,22.5,983266.5,1357545.5,0,0.24,219668.09,0,17499.96,29240.24,0,0,999.24,1084433.75,83549.92,225627.19,0.56,7315.32,0,0,1602.5,0,399.04,169.02,43376.44,189322.34,0,0,10.89,319589.28,60912.96,47344.95,111810.58,0,0,772.19
2019-07-06T01:00:00,67443.2,31241.4,206653.77,0,52.24,115394.58,0,48183.68,271766.81,0,80455.4,150839.52,1.8,1.68,22.5,983270.5,1357567.5,0,0.24,219671.7,0,17500.14,29240.48,0,0,999.24,1084450.75,83551.44,225629.38,0.56,7315.56,0,0,1602.5,0,399.04,169.02,43376.54,189328.06,0,0,10.89,319594.25,60913.59,47345.67,111811.51,0,0,772.19
2019-07-06T02:00:00,67443.36,31241.94,206653.77,0,52.24,115395.18,0,48185.08,271766.81,0,80455.6,150840.59,1.8,1.68,22.5,983274.5,1357589,0,0.24,219675.59,0,17500.32,29240.64,0,0,999.24,1084468.25,83552.94,225631.59,0.56,7315.8,0,0,1602.5,0,399.04,169.02,43376.64,189333.8,0,0,10.89,319599.22,60914.22,47346.39,111812.44,0,0,772.19
2019-07-06T03:00:00,67443.6,31242.48,206653.77,0,52.24,115395.72,0,48186.52,271766.88,0,80455.6,150841.69,1.8,1.68,22.5,983278.5,1357609.5,0,0.24,219679.2,0,17500.44,29240.88,0,0,999.24,1084484.38,83554.46,225633.78,0.56,7316.02,0,0,1602.55,0,399.04,169.02,43376.76,189338.56,0,0,10.89,319604.19,60914.85,47347.11,111813.37,0,0,772.19
2019-07-06T04:00:00,67443.84,31242.96,206653.77,0,52.24,115396.32,0,48187.92,271766.97,0,80455.8,150842.77,1.8,1.68,22.5,983282.5,1357631,0,0.24,219683.09,0,17500.62,29241.12,0,0,999.24,1084501.25,83555.98,225635.97,0.56,7316.26,0,0,1602.55,0,399.04,169.02,43376.86,189344.22,0,0,10.89,319609.16,60915.48,47347.83,111814.29,0,0,772.19
2019-07-06T05:00:00,67444,31243.5,206653.77,0,52.24,115396.86,0,48189.36,271766.97,0,80455.8,150843.72,1.8,1.68,22.5,983286.5,1357652,0,0.24,219687,0,17500.8,29241.28,0,0,999.24,1084518,83557.5,225638.19,0.56,7316.5,0,0,1602.55,0,399.04,169.02,43376.96,189349.55,0,0,10.89,319614.16,60916.11,47348.55,111815.23,0,0,772.19
2019-07-06T06:00:00,67444.24,31244.04,206653.77,0,52.24,115397.4,0,48190.48,271767.03,0,80456,150844.8,1.8,1.68,22.5,983290,1357673.5,0,0.24,219690.91,0,17500.92,29241.52,0,0,999.24,1084534.75,83558.96,225640.38,0.56,7316.74,0,0,1602.55,0,399.04,169.02,43377.06,189354.91,0,0,10.89,319619.12,60916.74,47349.27,111816.16,0,0,772.19
2019-07-06T07:00:00,67444.4,31244.58,206653.77,0,52.24,115398.18,0,48190.48,271767.12,0,80456,150845.52,1.8,1.68,22.5,983292.5,1357694,0,0.24,219694.8,0,17501.1,29241.76,0,0,999.24,1084551.62,83560.32,225642.56,0.56,7316.96,0,0,1602.6,0,399.04,169.02,43377.18,189360.28,0,0,10.89,319624.09,60917.4,47350.02,111817.1,0,0,772.19
2019-07-06T08:00:00,67444.64,31245.12,206653.77,0,52.24,115399.68,0,48190.52,271767.19,0,80456.2,150846.12,1.8,1.68,22.5,983295.5,1357715.5,0,0.24,219698.41,0,17501.28,29242,0,0,999.24,1084568.38,83561.66,225644.77,0.56,7317.2,0,0,1602.6,0,399.04,169.02,43377.32,189365.62,0,0,10.89,319629.06,60918.12,47350.74,111818.03,0,0,772.19
2019-07-06T09:00:00,67444.88,31245.66,206653.77,0,52.24,115400.4,0,48190.52,271767.19,0,80456.2,150846.84,1.8,1.68,22.5,983298,1357737.5,0,0.24,219702.3,0,17501.4,29242.16,0,0,999.24,1084586.12,83563.02,225646.98,0.56,7317.42,0,0,1602.6,0,399.04,169.02,43377.42,189371.56,0,0,10.89,319634.06,60919.56,47351.43,111818.96,0,0,772.19
2019-07-06T10:00:00,67445.04,31246.14,206653.77,0,52.24,115401,0,48190.52,271767.28,0,80456.6,150847.56,1.8,1.68,22.5,983300.5,1357761,0,0.24,219706.2,0,17501.58,29242.4,0,0,999.24,1084605,83564.38,225649.17,0.56,7317.66,0,0,1602.6,0,399.04,169.02,43377.54,189377.73,0,0,10.89,319639.06,60921.84,47352.54,111819.88,0,0,772.19
2019-07-06T11:00:00,67445.28,31246.68,206653.77,0,52.24,115401.66,0,48190.52,271767.38,0,80456.8,150848.28,1.8,1.68,22.5,983303,1357783,0,0.24,219709.8,0,17501.76,29242.64,0,0,999.24,1084623,83565.72,225651.36,0.56,7317.88,0,0,1602.65,0,399.04,169.02,43377.64,189384.02,0,0,10.89,319644.06,60922.86,47353.26,111820.83,0,0,772.19
