date_time,1AA1_1,1AA1_2,1AA1_3,1AA1_4,1AA1_5,1AA2_1,1AA2_2,1AA3_1,1AA3_2,1AA4_1,1AA5_1,1AA6_1,1AA7_1,2AA1_1,2AA2_1,2AA3_1,2AA4_1,2AA4_2,2AA5_1,2AA5_2,2AA5_3,2AA5_4,2AA5_5,2AA5_6,2AA5_7,2AA6_1,2AA7_1,2AA7_2,2AA8_1,2AA8_2,2AA8_3,2AA8_4,2AA8_5,2AA8_6,2AA8_7,2AA9_1,2AA9_2,2AA9_3,2AA9_4,2AA9_5,2AA9_6,2AA9_7
2019-01-03T08:00:00,0,0,0,0,0,2862.84,2579452.75,1664277.25,84995.04,0.36,0.12,10,4328100,5823149,0,2.88,136002.41,0,308049.16,785014.5,63665.8,710592.31,0,0,1110.64,3850159.5,579532.5,8193.92,0,1712.8,36725.52,1207780.38,390071.25,588345.75,45391.42,684112.88,23243,60806.46,221747.36,0,0.01,798.98
2019-01-03T09:00:00,0,0,0,0,0,2863.56,2579515.75,1664320,84995.04,0.36,0.12,10,4328207,5823306,4065915.75,2.88,136004.8,0,308070.12,785038.25,63666.52,710623.94,0,0,1110.64,3850238.5,579550.06,8193.92,0,1712.8,36726.57,1207794.75,390078.41,588362.56,45391.42,684112.88,23243.24,60807.09,221751.88,0,0.01,798.98
2019-01-03T10:00:00,0,0,0,0,0,2864.28,2579578.5,1664372.75,84995.04,0.36,0.12,10,4328324.5,5823484,4050187.25,2.88,136007.05,0,308091,785071.06,63667.28,710658.31,0,0,1110.64,3850326.5,579573.62,8193.92,0,1712.84,36727.86,1207807.88,390088.25,588379.44,45391.42,684112.88,23243.54,60808.8,221756.41,0,0.01,798.98
2019-01-03T11:00:00,0,0,0,0,0,2864.88,2579641.75,1664430,84995.04,0.36,0.12,10,4328445.5,5823668,4058051.5,2.88,136008.95,0,308111.88,785103.81,63668.08,710692.94,0,0,1110.64,3850420.75,579602.25,8193.92,0,1712.84,36729.15,1207822.5,390098.09,588396.25,45391.42,684112.88,23243.88,60810.3,221760.92,0,0.01,798.98
2019-01-03T12:00:00,0,0,0,0,0,2865.6,2579704.5,1664489.25,84995.04,0.36,0.12,10,4328569,5823853.5,4050187.25,2.88,136010.88,0,308132.81,785136.81,63668.84,710727.75,0,0,1110.64,3850515.5,579633.25,8193.92,0,1712.84,36730.44,1207835.88,390107.97,588413.19,45391.42,684112.88,23244.28,60811.5,221765.44,0,0.01,798.98
2019-01-03T13:00:00,0,0,0,0,0,2866.32,2579767.5,1664548,84995.04,0.36,0.12,10,4328691,5824037,4026593.75,2.88,136012.8,0,308153.69,785169.44,63669.6,710762.5,0,0,1110.64,3850608.5,579661.62,8193.92,0,1712.88,36731.67,1207849.88,390117.62,588430.31,45391.42,684112.88,23244.64,60812.85,221769.94,0,0.01,798.98
2019-01-03T14:00:00,0,0,0,0,0,2867.04,2579830,1664606.38,84995.04,0.36,0.12,10,4328813.5,5824215,3995136,2.88,136014.72,0,308174.59,785201.81,63670.36,710796.31,0,0,1110.64,3850697.5,579685.75,8193.92,0,1712.88,36732.9,1207863.62,390127.41,588447.62,45391.42,684112.88,23244.88,60814.23,221774.44,0,0.01,798.98
2019-01-03T15:00:00,0,0,0,0,0,2867.76,2579893.75,1664667.62,84995.04,0.36,0.12,10,4328941,5824394.5,4010864.75,2.88,136016.64,0,308195.53,785234.38,63671.12,710830.06,0,0,1110.64,3850788.5,579712.31,8193.92,0,1712.92,36734.04,1207876.5,390137.41,588464.88,45391.42,684112.88,23245.38,60815.7,221778.94,0,0.01,798.98
2019-01-03T16:00:00,0,0,0,0,0,2868.48,2579958.25,1664728,84995.04,0.36,0.12,10,4329067.5,5824577.5,3947949.5,2.88,136018.56,0,308216.47,785266.88,63671.84,710864.5,0,0,1110.64,3850881.5,579740.62,8193.92,0,1712.92,36735.24,1207889.5,390147.38,588482.31,45391.42,684112.88,23245.88,60816.99,221783.44,0,0.01,798.98
2019-01-03T17:00:00,0,0,0,0,0,2869.2,2580022.5,1664789.62,84995.04,0.36,0.12,10,4329195,5824763,3940085.25,2.88,136020.31,0,308237.44,785299.12,63672.6,710899.38,0,0,1110.64,3850977.5,579772.19,8193.92,0,1712.96,36736.47,1207902.75,390157.28,588500.06,45391.42,684112.88,23246.12,60818.1,221787.92,0,0.01,798.98
