date_time,MWL131,MWL132,MWL133,MWL134,MWL135,MWL136,MWL137,MWL201,MWL202,MWL203,MWL204,MWL205,MWL206,MWL207,MWL208,MWL209,MWL210,MWL211,MWL212,MWL213,MWL214,MWL215,MWL216,MWL217,MWL218,MWL219,MWL220,MWL221,MWL222,MWL223,MWL224,MWL225,MWL226,MWL227,MWL228,MWL229,MWL230,MWL231,MWL232,MWL233,MWL234,MWE303,MWE304,MWE305,MWE306,MWE307,MWE308,MWE309,MWE310,MWE311,MWE312,MWE313,MWE314,MWE315,MWL101,MWL116,MWL117,MWL118,MWL119,MWL120,MWL121,MWL122,MWL123,MWL124,MWL125,MWL126,MWL127,MWL128,MWL129,MWL130,MWE301,MWE302,MWL103,MWL104,MWL105,MWL106,MWL107,MWL108,MWL109,MWL110,MWL111,MWL112,MWL113,MWL114,MWL115,1AA1_1,B1AA1_1,B1AA2_1,B1AA2_2,1AA1_2,1AA1_3,1AA1_4,1AA1_5,1AA1_6,1AA1_7,1AA2_1,1AA2_2,1AA2_3,1AA2_4,1AA2_5,1AA2_6,1AA2_7,1AA2_8,1AA3_1,1AA3_2,1AA3_3,1AA3_4,1AA3_5,1AA3_6,1AA3_7,1AA3_8,1AA4_1,1AA4_2,1AA4_3,1AA4_4,1AA4_5,1AA4_6,1AA5_1,1AA5_2,1AA5_3,1AA5_4,1AA5_5,1AA5_6,1AA5_7,1AA5_8,1AA6_1,1AA7_1,1AA8_1,1AA9_1,2AA1_1,2AA1_2,2AA1_3,2AA1_4,2AA1_5,2AA1_6,2AA1_7,2AA1_8,2AA2_1,2AA2_2,2AA2_3,2AA2_4,2AA2_5,2AA2_6,2AA2_7,2AA3_1,2AA3_2,2AA3_3,2AA3_4,2AA3_5,2AA3_6,2AA4_1,2AA4_2,2AA4_3,2AA4_4,2AA4_5,2AA5_1,2AA5_2,2AA5_3,2AA5_4,2AA5_5,2AA5_6,2AA5_7,2AA5_8,2AA6_1,2AA7_1,2AA8_1,3AA1_1,3AA1_2,3AA1_3,3AA1_4,3AA1_5,3AA1_6,3AA1_7,3AA1_8,3AA2_1,3AA2_2,3AA2_3,3AA2_4,3AA2_5,3AA2_6,3AA2_7,3AA3_1,3AA3_2,B1AA1_2,B1AA1_3,B1AA1_4,B1AA1_5,B1AA1_6,B1AA1_7,B1AA3_1,B1AA3_2,B1AA3_3,B1AA3_4,B1AA3_5,B1AA3_6,B1AA3_7,B1AA3_8,MWL102
2019-01-01T00:00:00,26493530,508993,21333056,12642792,2944,1232,15777413,1952646,38446328,26948886,251053,8927475,9000909,34196824,17557098,11507273,0,16209242,740762,11888235,689042,1874916,0,1098006,0,2129783,1232640,17149104,1383818,7430319,2696739,17904388,1028,2689511,10596,390210,1573550,2630348,7768398,7767,0,312277,61919,254664,165349,573131,2,321808,172888,0,1836288,1091816,28786360,1318,0,157051,126684,23268,143490,3936,16680348,1989464,224176,897,35259124,3666013,89239,1513,8089048,7345989,11139033,1881926,8509539,1,12295154,11613498,1508788,6880778,10953479,10559782,2535065,5562035,3079849,0,395143,0,8067959,4247927,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5805604.5,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6393115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657572.12,0,11682584,5857080,0,1,2,1209763,751611,408100,853677,1,32242614,798434,235967,1735726,15350321
2019-01-01T01:00:00,26493920,508995,21333212,12642970,2944,1232,15777604,1952654,38447264,26948952,251053,8927495,9000917,34196832,17557348,11509270,0,16209242,740762,11888241,689046,1874928,0,1098017,0,2129828,1232665,17149114,1383836,7430392,2696752,17904390,1028,2689518,10596,390211,1573591,2630400,7768504,7767,0,312279,61919,254664,165349,573135,2,321817,172888,0,1836296,1091887,28786968,1318,0,157066,126685,23268,143490,3936,16680349,1989485,224176,897,35261288,3666052,89239,1513,8089106,7345989,11139038,1881929,8509539,1,12295305,11613499,1508798,6880778,10953480,10559915,2535191,5562086,3079851,0,395155,0,8068018,4247983,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5805717,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6393339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657583.19,0,11682586,5857083,0,1,2,1209776,751612,408103,853683,1,32243044,798438,235969,1735726,15350321
2019-01-01T02:00:00,26494296,508996,21333370,12643146,2944,1232,15777801,1952662,38448176,26949016,251053,8927514,9000925,34196840,17557350,11511263,0,16209242,740762,11888247,689052,1874939,0,1098030,0,2129874,1232689,17149124,1383853,7430478,2696765,17904392,1028,2689526,10596,390211,1573632,2630437,7768608,7767,0,312280,61920,254665,165350,573140,2,321825,172888,0,1836305,1091962,28787588,1318,0,157082,126686,23268,143490,3936,16680349,1989506,224176,897,35263448,3666090,89239,1513,8089165,7345989,11139043,1881932,8509539,1,12295456,11613499,1508807,6880778,10953482,10560049,2535347,5562137,3079852,0,395167,0,8068077,4248039,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5805830,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6393561.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657594.62,0,11682588,5857086,0,1,2,1209789,751612,408106,853688,1,32243478,798443,235971,1735726,15350321
2019-01-01T03:00:00,26494668,508997,21333516,12643325,2944,1232,15777990,1952670,38449096,26949084,251053,8927534,9000933,34196848,17557352,11512224,0,16209242,740762,11888254,689062,1874951,0,1098042,0,2129920,1232713,17149132,1383871,7430551,2696779,17904396,1028,2689534,10596,390212,1573672,2630490,7768713,7768,0,312281,61920,254665,165350,573144,2,321834,172888,0,1836313,1092037,28788216,1318,0,157097,126687,23268,143490,3936,16680350,1989527,224176,897,35265192,3666127,89239,1513,8089224,7345989,11139048,1881935,8509539,1,12295607,11613499,1508817,6880778,10953483,10560183,2535494,5562237,3079854,0,395179,0,8068136,4248095,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5805931,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6393678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657606,0,11682590,5857089,0,1,2,1209802,751613,408109,853704,1,32243908,798447,235974,1735726,15350321
2019-01-01T04:00:00,26495040,508999,21333652,12643504,2944,1232,15778182,1952677,38450020,26949152,251053,8927554,9000941,34196856,17557356,11514174,0,16209242,740762,11888260,689068,1874962,0,1098054,0,2129966,1232738,17149142,1383889,7430635,2696793,17904398,1028,2689541,10596,390212,1573713,2630538,7768818,7768,0,312282,61921,254666,165350,573148,2,321842,172888,0,1836321,1092116,28788814,1318,0,157112,126688,23268,143490,3936,16680351,1989548,224176,897,35267360,3666167,89239,1513,8089282,7345989,11139053,1881938,8509539,1,12295757,11613499,1508827,6880778,10953484,10560316,2535642,5562441,3079855,0,395191,0,8068195,4248151,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5806045.5,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6393893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657617.12,0,11682593,5857092,0,1,2,1209815,751613,408112,853709,1,32244344,798451,235976,1735726,15350321
2019-01-01T05:00:00,26495422,509000,21333788,12643682,2944,1232,15778373,1952685,38450936,26949216,251053,8927573,9000949,34196864,17557356,11516159,0,16209242,740762,11888266,689073,1874973,0,1098066,0,2130012,1232763,17149152,1383906,7430708,2696806,17904400,1028,2689549,10596,390213,1573753,2630588,7768924,7768,0,312284,61921,254666,165350,573153,2,321851,172888,0,1836330,1092195,28789480,1318,0,157128,126689,23268,143490,3936,16680352,1989569,224176,897,35269524,3666193,89239,1513,8089340,7345989,11139057,1881941,8509539,1,12295905,11613500,1508837,6880778,10953485,10560449,2535796,5562627,3079857,0,395204,0,8068253,4248207,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5806160,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6394111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657629.12,0,11682595,5857095,0,1,2,1209828,751614,408115,853715,1,32244772,798455,235979,1735726,15350321
2019-01-01T06:00:00,26495794,509001,21333924,12643858,2944,1232,15778558,1952693,38451848,26949280,251053,8927592,9000957,34196872,17557360,11518169,0,16209242,740762,11888272,689078,1874985,0,1098078,0,2130057,1232787,17149160,1383924,7430790,2696819,17904404,1028,2689556,10596,390213,1573794,2630633,7769029,7768,0,312285,61922,254666,165350,573157,2,321859,172888,0,1836338,1092275,28790050,1318,0,157143,126690,23268,143490,3936,16680353,1989590,224176,897,35271680,3666218,89239,1513,8089399,7345989,11139062,1881944,8509539,1,12296053,11613500,1508846,6880778,10953487,10560581,2535950,5562807,3079858,0,395216,0,8068313,4248263,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5806273,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6394332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657639.88,0,11682597,5857098,0,1,2,1209841,751614,408118,853730,1,32245204,798459,235981,1735726,15350321
2019-01-01T07:00:00,26496216,509002,21334266,12644034,2944,1232,15778753,1952700,38452796,26949344,251053,8927612,9000965,34196876,17557362,11519104,0,16209242,740762,11888278,689082,1874996,0,1098090,0,2130102,1232811,17150078,1383954,7430860,2696832,17904406,1028,2689564,10596,390214,1573835,2630683,7769134,7768,0,312286,61922,254667,165350,573161,2,321867,172888,0,1836351,1092350,28790692,1318,0,157157,126691,23268,143490,3936,16681204,1989621,224176,897,35273420,3666244,89239,1513,8089458,7345989,11139067,1881947,8509539,1,12296201,11613500,1508857,6880778,10953488,10560964,2536111,5562986,3079961,0,395228,0,8068371,4248319,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5806393,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6394450.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657651.62,0,11682599,5857101,0,1,2,1209853,751615,408121,853735,1,32245636,798463,235983,1735726,15350321
2019-01-01T08:00:00,26496644,509004,21334664,12644209,2944,1232,15779073,1952708,38453756,26949638,251053,8927655,9000973,34196952,17557364,11521045,0,16209324,740762,11888284,689088,1875007,0,1098102,0,2130147,1232835,17151082,1384002,7430940,2696845,17904408,1028,2689571,10596,390214,1573876,2630737,7769239,7768,0,312287,61923,254667,165350,573165,2,321876,172888,0,1836376,1092423,28791312,1318,0,157172,126691,23268,143490,3936,16682120,1989660,224176,897,35275580,3666269,89239,1513,8089522,7345989,11139072,1881950,8509539,1,12296435,11613501,1508869,6880778,10953489,10561374,2536228,5563183,3080087,0,395242,0,8068436,4248381,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5806532,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6394677.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657663.31,0,11682601,5857105,0,1,2,1209866,751615,408124,853740,1,32246132,798467,235986,1735726,15350321
2019-01-01T09:00:00,26497086,509005,21335060,12644384,2944,1232,15779439,1952718,38455096,26950210,251053,8927698,9000980,34197104,17557368,11523024,0,16210366,740762,11888290,689100,1875018,0,1098115,0,2130193,1232860,17152078,1384042,7431014,2696858,17904412,1028,2689579,10596,390215,1573916,2630786,7769344,7769,0,312289,61923,254668,165350,573169,2,321884,172888,0,1836407,1092496,28791972,1318,0,157187,126692,23268,143490,3936,16683018,1989708,224176,897,35277736,3666300,89239,1513,8089684,7345989,11139076,1881988,8509539,1,12296709,11613501,1508877,6880778,10953984,10561781,2536402,5563374,3080212,0,395255,0,8068601,4248441,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5806702.5,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6394930.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657676.19,0,11682855,5857326,0,1,2,1209879,751616,408126,853756,1,32246596,798471,235988,1735726,15350716
2019-01-01T10:00:00,26497544,509006,21335640,12644559,2944,1232,15779853,1952736,38456516,26950908,251053,8927767,9000988,34197284,17557368,11525033,0,16211413,740762,11888296,689113,1875030,0,1098131,0,2130237,1232884,17153064,1384083,7431086,2696871,17904414,1028,2689586,10596,390215,1573957,2630833,7769449,7769,0,312290,61924,254668,165350,573173,2,321892,172889,0,1836439,1092564,28792528,1318,0,157201,126693,23268,143490,3936,16683917,1989749,224176,897,35279896,3666336,89239,1513,8089869,7345989,11139081,1882059,8509539,1,12297002,11613501,1508887,6880778,10954608,10562189,2536626,5563557,3080338,0,395268,0,8068783,4248500,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5806885,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6395189.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657688.19,0,11683157,5857578,0,1,2,1209892,751616,408129,853761,1,32247062,798475,235990,1735726,15351412
2019-01-01T11:00:00,26498028,509007,21336296,12644733,2944,1232,15780251,1952780,38457940,26951614,251053,8927923,9000995,34197468,17557468,11525957,0,16212462,740762,11888302,689125,1875041,0,1098163,0,2130282,1232908,17154048,1384123,7431161,2696884,17904416,1028,2689594,10596,390216,1573998,2630887,7769554,7769,0,312296,61924,254668,165350,573177,2,321901,172889,0,1836486,1092661,28793076,1318,0,157204,126694,23268,143490,3936,16684817,1989794,224176,897,35281632,3666368,89239,1513,8089932,7345989,11139085,1882133,8509539,1,12297288,11613501,1508910,6880778,10955194,10562596,2536825,5563748,3080465,0,395282,0,8068845,4248559,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5807044,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,985.08,6395348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657700.81,0,11683159,5857581,0,1,2,1209904,751617,408132,853766,1,32247536,798479,235993,1735726,15352107
2019-01-01T12:00:00,26498584,509009,21336710,12644908,2944,1232,15780608,1952813,38459364,26952316,251053,8928116,9001003,34197652,17557610,11527890,0,16213510,740762,11888308,689141,1875052,0,1098195,0,2130327,1232932,17155020,1384163,7431235,2696897,17904420,1028,2689601,10596,390216,1574039,2630944,7769659,7769,0,312301,61925,254669,165350,573181,2,321909,172889,0,1836532,1092739,28793624,1318,0,157204,126695,23268,143490,3936,16685715,1989827,224176,897,35283792,3666398,89239,1513,8089999,7345989,11139090,1882207,8509539,1,12297561,11613502,1508920,6880778,10956109,10563002,2537010,5563956,3080592,0,395294,0,8068912,4248624,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5807217.5,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.92,985.08,6395609.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657713.38,0,11683161,5857584,0,1,2,1209917,751617,408135,853782,1,32248048,798483,235995,1735726,15352800
2019-01-01T13:00:00,26499102,509010,21337124,12645082,2944,1232,15780978,1952851,38460768,26953012,251053,8928309,9001011,34197836,17557752,11529756,0,16214558,740762,11888315,689154,1875063,0,1098230,0,2130371,1232955,17155992,1384208,7431305,2696910,17904422,1028,2689609,10596,390217,1574080,2631000,7769763,7769,0,312305,61925,254669,165350,573185,2,321917,172889,0,1836583,1092789,28794164,1318,0,157204,126696,23268,143490,3936,16686615,1989864,224176,897,35285788,3666428,89239,1513,8090163,7345989,11139095,1882279,8509539,1,12297844,11613502,1508932,6880778,10957023,10563414,2537190,5564154,3080721,0,395307,0,8069080,4248687,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5807394,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.92,985.08,6395861.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657725.12,0,11683415,5857804,0,1,2,1209930,751618,408138,853787,1,32248550,798487,235997,1735726,15353492
2019-01-01T14:00:00,26499556,509011,21337700,12645255,2944,1232,15781341,1952889,38462192,26953712,251053,8928502,9001018,34198020,17557894,11530635,0,16215607,740762,11888321,689186,1875074,0,1098263,0,2130416,1232979,17156958,1384225,7431383,2696923,17904424,1028,2689616,10596,390217,1574120,2631047,7769865,7769,0,312311,61926,254670,165350,573189,2,321925,172889,0,1836623,1092880,28794756,1318,0,157204,126697,23268,143490,3937,16687510,1989892,224176,897,35287384,3666478,89239,1513,8090450,7345989,11139099,1882351,8509539,1,12298121,11613502,1508941,6880778,10957937,10563830,2537392,5564337,3080849,0,395319,0,8069366,4248747,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5807575,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.92,985.08,6396023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657738,0,11683983,5858269,0,1,2,1209942,751618,408141,853792,1,32249028,798491,235999,1735726,15354178
2019-01-01T15:00:00,26500012,509012,21338246,12645429,2944,1232,15781744,1952918,38463612,26954414,251053,8928695,9001026,34198204,17558036,11532625,0,16216656,740762,11888327,689211,1875085,0,1098290,0,2130461,1233003,17157936,1384262,7431462,2696936,17904428,1028,2689624,10596,390218,1574161,2631105,7769969,7769,0,312318,61926,254670,165350,573193,2,321934,172889,0,1836666,1092949,28795332,1318,0,157204,126697,23268,143490,3937,16688402,1989935,224176,897,35289392,3666526,89239,1513,8090639,7345989,11139104,1882424,8509539,1,12298382,11613502,1508949,6880778,10958852,10564240,2537588,5564512,3080978,0,395327,0,8069551,4248810,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5807755,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.04,985.08,6396289.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657750.62,0,11684288,5858518,0,1,2,1209955,751619,408144,853805,1,32249528,798495,236002,1735726,15354872
2019-01-01T16:00:00,26500482,509014,21338716,12645604,2944,1232,15782146,1952944,38465032,26955116,251053,8928887,9001034,34198392,17558112,11533381,0,16217704,740762,11888333,689232,1875098,0,1098325,0,2130505,1233027,17158920,1384279,7431544,2696948,17904430,1028,2689631,10596,390218,1574201,2631161,7770073,7770,0,312324,61927,254670,165350,573197,2,321942,172889,0,1836712,1093028,28795908,1318,0,157216,126698,23268,143490,3937,16689304,1989974,224176,897,35290916,3666552,89239,1513,8090700,7345989,11139108,1882496,8509539,1,12298658,11613503,1508959,6880778,10959765,10564649,2537740,5564657,3081106,0,395339,0,8069613,4248868,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5807908,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.04,985.08,6396432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657763.5,0,11684290,5858521,0,1,2,1209968,751619,408147,853814,1,32249988,798499,236004,1735726,15355567
2019-01-01T17:00:00,26500964,509015,21339216,12645779,2944,1232,15782555,1953008,38466448,26955814,251053,8929080,9001041,34198576,17558114,11535316,0,16218751,740762,11888339,689252,1875112,0,1098360,0,2130550,1233051,17159896,1384296,7431614,2696961,17904432,1028,2689639,10596,390219,1574242,2631214,7770177,7770,0,312329,61927,254671,165350,573201,2,321950,172889,0,1836775,1093109,28796480,1318,0,157233,126699,23268,143490,3937,16690195,1990016,224176,897,35292920,3666595,89239,1513,8090759,7345989,11139113,1882569,8509694,1,12298938,11613503,1508967,6880778,10960679,10565059,2537891,5564712,3081234,0,395351,0,8069673,4248925,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5808077,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.04,985.08,6396690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657776.38,0,11684292,5858524,0,1,2,1209980,751620,408150,853819,1,32250432,798503,236006,1735726,15356264
2019-01-01T18:00:00,26501436,509016,21339750,12645953,2944,1232,15782946,1953069,38467868,26956516,251053,8929274,9001049,34198760,17558116,11536981,0,16219798,740762,11888345,689281,1875123,0,1098395,0,2130595,1233075,17160876,1384317,7431695,2696974,17904436,1028,2689646,10596,390219,1574283,2631267,7770281,7770,0,312334,61928,254671,165350,573204,2,321959,172889,0,1836842,1093185,28797030,1318,0,157250,126700,23268,143490,3937,16691094,1990063,224176,897,35294876,3666626,89239,1513,8090919,7345989,11139118,1882642,8509916,1,12299234,11613503,1508977,6880778,10961582,10565466,2538033,5564766,3081364,0,395363,0,8069837,4248985,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5808255.5,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.04,985.08,6396922.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657789,0,11684545,5858744,0,1,2,1209993,751620,408153,853834,1,32250898,798507,236009,1735726,15356962
2019-01-01T19:00:00,26501944,509018,21340264,12646128,2944,1232,15783321,1953115,38469228,26956904,251053,8929468,9001057,34198912,17558212,11538338,0,16220163,740762,11888351,689295,1875134,0,1098430,0,2130640,1233099,17161880,1384356,7431771,2696987,17904438,1028,2689654,10596,390220,1574324,2631324,7770385,7770,0,312340,61928,254672,165350,573208,2,321967,172889,0,1836893,1093286,28797696,1318,0,157266,126701,23268,143490,3937,16691999,1990114,224176,897,35296656,3666671,89239,1513,8091216,7345989,11139122,1882715,8510037,1,12299555,11613504,1508986,6880778,10962498,10565875,2538251,5564819,3081494,0,395375,0,8070133,4249055,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5808445.5,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.04,985.08,6397108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657803.69,0,11685112,5859210,0,1,2,1210006,751621,408156,853840,1,32251472,798511,236011,1735726,15357657
2019-01-01T20:00:00,26502416,509019,21340714,12646303,2944,1232,15783692,1953154,38470584,26957276,251053,8929661,9001064,34199064,17558352,11539300,0,16220164,740762,11888357,689317,1875145,0,1098463,0,2130685,1233123,17162884,1384387,7431838,2697000,17904440,1028,2689661,10596,390221,1574365,2631381,7770490,7770,0,312344,61929,254672,165350,573213,2,321975,172889,0,1836936,1093365,28798336,1318,0,157283,126702,23268,143490,3937,16692910,1990152,224176,897,35298348,3666699,89239,1513,8091305,7345989,11139127,1882788,8510037,1,12299829,11613504,1508996,6880778,10963412,10566283,2538357,5564870,3081623,0,395387,0,8070218,4249129,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5808602.5,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.04,985.08,6397255.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657817.5,0,11685133,5859229,0,1,2,1210018,751621,408159,853845,1,32252096,798515,236013,1735726,15358350
2019-01-01T21:00:00,26502852,509020,21341132,12646478,2944,1232,15784063,1953204,38471940,26957648,251053,8929853,9001072,34199216,17558496,11540931,0,16220164,740762,11888363,689341,1875156,0,1098497,0,2130730,1233148,17163888,1384404,7431917,2697013,17904444,1028,2689669,10596,390221,1574406,2631433,7770594,7770,0,312351,61929,254672,165350,573217,2,321983,172889,0,1836982,1093434,28798950,1318,0,157300,126703,23268,143490,3937,16693812,1990186,224176,897,35300312,3666729,89239,1513,8091378,7345989,11139131,1882862,8510037,1,12300094,11613504,1509007,6880778,10964327,10566690,2538443,5564922,3081752,0,395399,0,8070291,4249200,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.32,5808763.5,2501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.04,985.08,6397468.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657830.69,0,11685135,5859232,0,1,2,1210031,751622,408162,853859,1,32252668,798519,236015,1735726,15359042
