date_time,1A03_1,1A03_2,1A04_1,1A04_2,1A04_3,1A04_4,1A04_7,1A06_5,1A06_8,1A07_1,1A07_11,1A07_12,1A07_2,1A07_3,1A07_8,2A01_3,2A01_4,2A01_5,2A01_6,2A03_1,2A03_4,2A03_5,2A03_6,1A01_1,1A02_1,1A05_1,1A05_2,2A04_5,2A05_1,2A06_1,2A07_1
2019-01-01T00:00:00,1119651.38,318418.47,688279.62,497147.34,472633.66,595276.12,0,11941.13,0.01,13101.52,329.14,422.2,38782.52,10659.33,16980.44,0,143227.31,137036,61513.11,0,180119.12,436213.12,1.48,7783923.5,2.1,1215570.75,0,0,2.1,5823042,168
2019-01-01T01:00:00,1119665.38,318422.09,688283.38,497149.16,472635.69,595282.06,0,11941.24,0.01,13101.64,329.14,422.21,38782.64,10659.33,16981.06,0,143228.69,137037.69,61514.67,0,180119.12,436214.59,1.48,7784004,2.1,1215594.62,0,0,2.1,5823078,168
2019-01-01T02:00:00,1119679.12,318425.44,688287.12,497150.91,472637.75,595288.25,0.0,11941.36,0.01,13101.92,329.15,422.22,38782.76,10659.34,16981.66,0.0,143230.05,137039.28,61516.2,0.0,180119.12,436215.97,1.48,7784083,2.1,1215618.25,0.0,0.0,2.1,5823114,168
2019-01-01T03:00:00,1119692.12,318428.88,688291.19,497152.69,472639.81,595291.69,0.0,11941.48,0.01,13102.04,329.16,422.22,38782.92,10659.34,16982.17,0.0,143231.42,137040.95,61517.76,0.0,180119.12,436217.34,1.48,7784160,2.1,1215642,0.0,0.0,2.1,5823150.5,168
2019-01-01T04:00:00,1119704.5,318432.25,688295.19,497154.44,472641.84,595293.81,0.0,11941.59,0.01,13102.16,329.17,422.23,38783.04,10659.34,16982.71,0.0,143232.78,137042.56,61519.32,0.0,180119.12,436218.72,1.48,7784235,2.1,1215666,0.0,0.0,2.1,5823186.5,168
2019-01-01T05:00:00,1119716.88,318435.53,688299,497156.25,472643.91,595295.88,0.0,11941.71,0.01,13102.28,329.18,422.23,38783.16,10659.34,16983.34,0.0,143234.14,137044.23,61520.85,0.0,180119.12,436220.09,1.48,7784309,2.1,1215689.62,0.0,0.0,2.1,5823223,168
2019-01-01T06:00:00,1119729.12,318438.72,688302.88,497158,472645.91,595297.88,0.0,11941.83,0.01,13102.52,329.18,422.24,38783.32,10659.34,16983.94,0.0,143235.52,137045.84,61522.38,0.0,180119.12,436221.47,1.48,7784382,2.1,1215713.25,0.0,0.0,2.1,5823258.5,168
2019-01-01T07:00:00,1119741.75,318441.91,688306.62,497159.75,472647.91,595299.94,0.0,11941.94,0.01,13102.64,329.19,422.25,38783.44,10659.34,16984.46,0.0,143236.59,137047.44,61522.86,0.0,180119.12,436221.78,1.48,7784456,2.1,1215736.75,0.0,0.0,2.1,5823292,168
2019-01-01T08:00:00,1119756.5,318445.28,688310.06,497161.44,472649.91,595302,0.0,11942.06,0.01,13102.8,329.2,422.26,38783.56,10659.34,16984.99,0.0,143237.67,137047.84,61523.04,0.0,180119.12,436221.97,1.48,7784533,2.1,1215760.75,0.0,0.0,2.1,5823324.5,168
2019-01-01T09:00:00,1119773.62,318448.47,688314.12,497163.16,472651.91,595304,0.0,11942.18,0.01,13102.92,329.21,422.26,38783.68,10659.34,16985.61,0.0,143240.25,137049.52,61523.16,0.0,180119.12,436222.09,1.48,7784615,2.1,1215784.75,0.0,0.0,2.1,5823362,168
2019-01-01T10:00:00,1119790.5,318451.91,688317.81,497164.84,472653.84,595306,0.0,11942.29,0.01,13103.04,329.22,422.27,38783.84,10659.35,16986.22,0.0,143241.88,137051.12,61523.34,0.0,180119.12,436222.19,1.48,7784701,2.1,1215809.62,0.0,0.0,2.1,5823409,168
2019-01-01T11:00:00,1119807.88,318455.69,688322.06,497169.56,472655.81,595308,0.0,11942.41,0.01,13103.16,329.22,422.27,38783.96,10659.35,16986.74,0.0,143241.91,137052.72,61523.49,0.0,180119.12,436222.31,1.48,7784800.5,2.1,1215833.38,0.0,0.0,2.1,5823456.5,168
2019-01-01T12:00:00,1119825.12,318459.53,688326.12,497171.69,472657.75,595310,0.0,11942.52,0.01,13103.28,329.22,422.28,38784.08,10659.35,16987.26,0.0,143242.94,137053.05,61523.7,0.0,180119.12,436222.5,1.48,7784894,2.1,1215857.25,0.0,0.0,2.1,5823497.5,168
2019-01-01T13:00:00,1119842.75,318463.19,688330.25,497173.41,472659.75,595312.75,0.0,11942.63,0.01,13103.4,329.23,422.29,38784.2,10659.35,16987.89,0.0,143245.45,137054.64,61523.85,0.0,180119.12,436222.62,1.48,7784987.5,2.1,1215881.38,0.0,0.0,2.1,5823538,168
2019-01-01T14:00:00,1119860.38,318466.81,688334.44,497175.16,472661.69,595319.38,0.0,11942.74,0.01,13103.52,329.24,422.3,38784.32,10659.36,16988.5,0.0,143247.03,137056.31,61524.03,0.0,180119.12,436222.75,1.48,7785086.5,2.1,1215905.25,0.0,0.0,2.1,5823578,168
2019-01-01T15:00:00,1119878.25,318470.97,688338.5,497176.84,472663.66,595327.62,0.0,11942.86,0.01,13103.68,329.25,422.3,38784.44,10659.36,16989.01,0.0,143247.08,137056.56,61524.24,0.0,180119.12,436222.88,1.48,7785191.5,2.1,1215929.25,0.0,0.0,2.1,5823615,168
2019-01-01T16:00:00,1119896.38,318475.53,688342.62,497178.56,472665.59,595334.69,0.0,11942.98,0.01,13103.8,329.26,422.3,38784.56,10659.36,16989.54,0.0,143247.12,137056.72,61524.42,0.0,180119.12,436222.97,1.48,7785297.5,2.1,1215953.62,0.0,0.0,2.1,5823653.5,168
2019-01-01T17:00:00,1119914.5,318479.75,688346.94,497180.25,472667.56,595344,0.0,11943.1,0.01,13103.92,329.26,422.31,38784.72,10659.36,16990.18,0.0,143247.19,137056.95,61524.6,0.0,180119.12,436223.16,1.48,7785398,2.1,1215978,0.0,0.0,2.1,5823692,168
2019-01-01T18:00:00,1119932.75,318483.84,688351.06,497181.94,472669.5,595353.38,0.0,11943.21,0.01,13104.04,329.26,422.32,38784.84,10659.37,16990.78,0.0,143249.53,137057.44,61524.78,0.0,180119.12,436233.72,1.48,7785495,2.1,1216002.25,0.0,0.0,2.1,5823743.5,168
2019-01-01T19:00:00,1119951.25,318487.12,688355.38,497183.66,472671.5,595361.38,0.0,11943.32,0.01,13104.16,329.27,422.33,38784.96,10659.37,16991.3,0.0,143254.67,137062.31,61526.01,0.0,180119.12,436256.09,1.48,7785589.5,2.1,1216026.75,0.0,0.0,2.1,5823811.5,168
2019-01-01T20:00:00,1119970.75,318490.41,688359.38,497185.41,472673.44,595368.31,0.0,11943.44,0.01,13104.28,329.28,422.34,38785.08,10659.37,16991.82,0.0,143258.84,137067.2,61527.57,0.0,180119.12,436278.41,1.48,7785682.5,2.1,1216050.75,0.0,0.0,2.1,5823878,168
2019-01-01T21:00:00,1119989,318493.69,688363.19,497187.09,472675.44,595374.62,0.0,11943.55,0.01,13104.44,329.29,422.34,38785.24,10659.37,16992.45,0.0,143261.52,137070.56,61529.1,0.0,180119.12,436300.69,1.48,7785774,2.1,1216074.62,0.0,0.0,2.1,5823942.5,168
2019-01-01T22:00:00,1120006.62,318497.28,688366.88,497188.84,472677.41,595383.56,0.0,11943.67,0.01,13104.56,329.3,422.34,38785.36,10659.38,16993.06,0.0,143263.7,137074,61530.66,0.0,180119.12,436323.06,1.48,7785867.5,2.1,1216098.62,0.0,0.0,2.1,5824007.5,168
2019-01-01T23:00:00,1120022.88,318500.72,688370.88,497190.56,472679.41,595391.69,0.0,11943.94,0.01,13104.68,329.3,422.35,38785.48,10659.38,16993.58,0.0,143265.05,137075.59,61532.16,0.0,180119.12,436329.66,1.48,7785957,2.1,1216122.38,0.0,0.0,2.1,5824055.5,168
2019-01-02T00:00:00,1120038,318503.84,688374.62,497192.31,472681.34,595398.12,0.0,11944.47,0.01,13104.8,329.31,422.36,38785.6,10659.38,16994.1,0.0,143266.41,137077.28,61533.72,0.0,180119.12,436331.03,1.48,7786042,2.1,1216146.25,0.0,0.0,2.1,5824099,168
2019-01-02T01:00:00,1120051.62,318507.03,688378.62,497194,472683.34,595404.88,0.0,11945.01,0.01,13104.92,329.32,422.37,38785.72,10659.38,16994.73,0.0,143267.75,137078.88,61535.25,0.0,180119.12,436332.41,1.48,7786124,2.1,1216170.38,0.0,0.0,2.1,5824140.5,168
2019-01-02T02:00:00,1120065,318510.16,688382.25,497195.69,472685.31,595411.75,0.0,11945.53,0.01,13105.04,329.32,422.37,38785.88,10659.38,16995.34,0.0,143269.09,137080.48,61536.75,0.0,180119.12,436333.88,1.48,7786205.5,2.1,1216194.25,0.0,0.0,2.1,5824181.5,168
2019-01-02T03:00:00,1120077.75,318513.44,688386.38,497197.44,472687.25,595416.31,0.0,11946.05,0.01,13105.2,329.33,422.38,38786,10659.38,16995.86,0.0,143270.44,137082.16,61538.28,0.0,180119.12,436335.25,1.48,7786284.5,2.1,1216217.62,0.0,0.0,2.1,5824222.5,168
2019-01-02T04:00:00,1120090.12,318516.72,688390.5,497199.16,472689.19,595418.31,0.0,11946.58,0.01,13105.32,329.34,422.38,38786.12,10659.38,16996.37,0.0,143271.8,137083.77,61539.81,0.0,180119.12,436336.62,1.48,7786360.5,2.1,1216241,0.0,0.0,2.1,5824261.5,168
2019-01-02T05:00:00,1120102.38,318519.91,688394.44,497200.84,472691.16,595420.31,0.0,11947.1,0.01,13105.44,329.34,422.39,38786.24,10659.38,16996.99,0.0,143273.14,137085.36,61541.34,0.0,180119.12,436338,1.48,7786436.5,2.1,1216264.75,0.0,0.0,2.1,5824300.5,168
2019-01-02T06:00:00,1120114.5,318523.03,688398.38,497202.56,472693.09,595422.25,0.0,11947.62,0.01,13105.56,329.35,422.4,38786.36,10659.39,16997.61,0.0,143274.48,137086.95,61542.87,0.0,180119.12,436339.38,1.48,7786511.5,2.1,1216288.62,0.0,0.0,2.1,5824339,168
2019-01-02T07:00:00,1120127.5,318526.31,688402.12,497204.31,472695.09,595424.31,0.0,11948.16,0.01,13105.68,329.36,422.4,38786.48,10659.39,16998.13,0.0,143275.55,137088.56,61543.38,0.0,180119.12,436339.69,1.48,7786589,2.1,1216312.62,0.0,0.0,2.1,5824373.5,168
2019-01-02T08:00:00,1120142.62,318529.84,688405.88,497206.44,472697.09,595426.38,0.0,11948.7,0.01,13105.8,329.37,422.41,38786.64,10659.39,16998.64,0.0,143276.61,137088.95,61543.53,0.0,180119.12,436339.88,1.48,7786671,2.1,1216337,0.0,0.0,2.1,5824406.5,168
2019-01-02T09:00:00,1120161.25,318534,688409.94,497211.91,472699.16,595430.88,0.0,11949.24,0.01,13105.96,329.37,422.42,38786.76,10659.39,16999.31,0.0,143279.22,137090.64,61543.68,0.0,180119.12,436339.97,1.48,7786770,2.1,1216362.38,0.0,0.0,2.1,5824450,168
2019-01-02T10:00:00,1120185.38,318539.38,688414.25,497220.19,472701.16,595448.12,0.0,11949.78,0.01,13106.08,329.38,422.42,38786.88,10659.4,16999.96,0.0,143280.88,137092.31,61543.83,0.0,180119.12,436340.09,1.48,7786914,2.1,1216389.75,0.0,0.0,2.1,5824516.5,168
2019-01-02T11:00:00,1120211.62,318546.47,688421.81,497233.56,472703.16,595467.12,0.0,11950.31,0.01,13106.2,329.38,422.43,38787.04,10659.4,17000.49,0.0,143280.94,137093.92,61544.01,0.0,180119.12,436340.22,1.48,7787094,2.1,1216416.75,0.0,0.0,2.1,5824612.5,168
2019-01-02T12:00:00,1120238.38,318554.88,688428.94,497252.5,472705.16,595493.44,0.0,11950.86,0.01,13106.32,329.39,422.44,38787.16,10659.4,17001.02,0.0,143281.98,137094.16,61544.19,0.0,180119.12,436340.34,1.48,7787293.5,2.1,1216444,0.0,0.0,2.1,5824707.5,168
2019-01-02T13:00:00,1120264.25,318563.84,688436.5,497273.41,472707.19,595517.62,0.0,11951.4,0.01,13106.44,329.4,422.45,38787.28,10659.4,17001.66,0.0,143284.55,137095.84,61544.37,0.0,180119.12,436340.53,1.48,7787485,2.1,1216470.62,0.0,0.0,2.1,5824810.5,168
2019-01-02T14:00:00,1120287.88,318571.28,688443.75,497292.41,472709.19,595541,0.0,11951.94,0.01,13106.56,329.41,422.46,38787.4,10659.41,17002.32,0.0,143286.09,137097.52,61544.52,0.0,180119.12,436340.62,1.48,7787665.5,2.1,1216497.25,0.0,0.0,2.1,5824909.5,168
2019-01-02T15:00:00,1120312.75,318579.53,688450.62,497308.81,472711.19,595564.69,0.0,11952.47,0.01,13106.72,329.42,422.46,38787.56,10659.41,17002.87,0.0,143286.17,137097.77,61544.7,0.0,180119.12,436340.75,1.48,7787851,2.1,1216525.62,0.0,0.0,2.1,5825014,168
2019-01-02T16:00:00,1120339.88,318587.69,688457.88,497323.59,472713.19,595588.75,0.0,11953.04,0.01,13106.84,329.42,422.47,38787.68,10659.41,17003.38,0.0,143286.2,137098.08,61544.88,0.0,180119.12,436340.88,1.48,7788040,2.1,1216553.75,0.0,0.0,2.1,5825127,168
2019-01-02T17:00:00,1120366.75,318597.44,688464.62,497339.34,472715.19,595613.69,0.0,11953.67,0.01,13106.96,329.43,422.47,38787.8,10659.41,17004.03,0.0,143286.36,137098.31,61545.06,0.0,180119.12,436341.06,1.48,7788231.5,2.1,1216580.62,0.0,0.0,2.1,5825243,168
2019-01-02T18:00:00,1120394.12,318607.38,688471.81,497355.09,472720.41,595638.94,0.0,11954.22,0.01,13107.08,329.44,422.48,38787.96,10659.42,17004.67,0.0,143288.91,137098.64,61545.24,0.0,180119.12,436351.69,1.48,7788422.5,2.1,1216608.62,0.0,0.0,2.1,5825357.5,168
2019-01-02T19:00:00,1120420.12,318615.38,688478.75,497367.66,472724.81,595663.88,0.0,11954.76,0.01,13107.2,329.45,422.49,38788.08,10659.42,17005.21,0.0,143294.05,137104.23,61546.47,0.0,180119.12,436374.25,1.48,7788593.5,2.1,1216635.25,0.0,0.0,2.1,5825482,168
2019-01-02T20:00:00,1120441.25,318621.28,688485.75,497378.56,472726.81,595685.44,0.0,11955.3,0.01,13107.32,329.46,422.5,38788.2,10659.42,17005.72,0.0,143298.19,137109.2,61548.03,0.0,180119.12,436396.91,1.48,7788741,2.1,1216660.38,0.0,0.0,2.1,5825582,168
2019-01-02T21:00:00,1120461.5,318626.41,688493.19,497391.25,472728.81,595704.38,0.0,11955.86,0.01,13107.48,329.46,422.5,38788.36,10659.42,17006.35,0.0,143300.81,137112.16,61549.59,0.0,180119.12,436419.72,1.48,7788883,2.1,1216684.62,0.0,0.0,2.1,5825670,168
2019-01-02T22:00:00,1120481.5,318631.28,688500.31,497404.25,472730.84,595723.44,0.0,11956.4,0.01,13107.6,329.47,422.51,38788.48,10659.42,17006.98,0.0,143302.98,137115.12,61551.15,0.0,180119.12,436442.59,1.48,7789022.5,2.1,1216709.75,0.0,0.0,2.1,5825757.5,168
2019-01-02T23:00:00,1120501.25,318635.75,688507.19,497413.06,472732.84,595741.94,0.0,11956.94,0.01,13107.72,329.48,422.52,38788.6,10659.42,17007.52,0.0,143304.36,137116.23,61552.71,0.0,180119.12,436449.38,1.48,7789151.5,2.1,1216734,0.0,0.0,2.1,5825824.5,168
2019-01-03T00:00:00,1120519,318639.44,688514.44,497418.5,472734.84,595756.88,0.0,11957.49,0.01,13107.84,329.49,422.53,38788.76,10659.42,17008.02,0.0,143305.73,137117.36,61554.27,0.0,180119.12,436450.75,1.48,7789271.5,2.1,1216758.38,0.0,0.0,2.1,5825886.5,168
2019-01-03T01:00:00,1120533.88,318643.03,688521.56,497423.84,472736.84,595771.38,0.0,11958.03,0.01,13107.96,329.5,422.54,38788.88,10659.42,17008.65,0.0,143307.08,137118.48,61555.83,0.0,180119.12,436452.12,1.48,7789382.5,2.1,1216782.75,0.0,0.0,2.1,5825939.5,168
2019-01-03T02:00:00,1120547,318646.47,688528.88,497429.31,472738.91,595784.88,0.0,11958.58,0.01,13108.2,329.5,422.54,38789,10659.43,17009.28,0.0,143308.44,137119.52,61557.36,0.0,180119.12,436453.5,1.48,7789487.5,2.1,1216807,0.0,0.0,2.1,5825990.5,168
2019-01-03T03:00:00,1120560.25,318650.09,688536.19,497434.81,472740.91,595798.38,0.0,11959.13,0.01,13108.36,329.51,422.54,38789.12,10659.43,17009.82,0.0,143309.8,137120.64,61558.92,0.0,180119.12,436454.94,1.48,7789592,2.1,1216831,0.0,0.0,2.1,5826041,168
2019-01-03T04:00:00,1120573.5,318653.59,688543.31,497440.19,472742.94,595812.31,0.0,11959.68,0.01,13108.48,329.52,422.55,38789.28,10659.43,17010.34,0.0,143311.17,137121.69,61560.45,0.0,180119.12,436456.31,1.48,7789696.5,2.1,1216855.38,0.0,0.0,2.1,5826092,168
2019-01-03T05:00:00,1120586.5,318657.12,688550.38,497445.59,472745,595825.69,0.0,11960.22,0.01,13108.6,329.53,422.56,38789.4,10659.43,17010.96,0.0,143312.52,137122.8,61562.01,0.0,180119.12,436457.69,1.48,7789800.5,2.1,1216879.62,0.0,0.0,2.1,5826138.5,168
2019-01-03T06:00:00,1120599.75,318660.72,688557.62,497451.06,472747.06,595839.19,0.0,11960.77,0.01,13108.84,329.54,422.57,38789.52,10659.44,17011.58,0.0,143313.91,137123.92,61563.57,0.0,180119.12,436459.09,1.48,7789903.5,2.1,1216903.62,0.0,0.0,2.1,5826187,168
2019-01-03T07:00:00,1120614,318664.25,688564.81,497457.66,472749.06,595852.62,0.0,11961.31,0.01,13108.96,329.54,422.58,38789.68,10659.44,17012.14,0.0,143314.95,137124.95,61564.11,0.0,180119.12,436459.44,1.48,7790009,2.1,1216927.62,0.0,0.0,2.1,5826231.5,168
2019-01-03T08:00:00,1120632.25,318668.56,688572.19,497468.66,472751.06,595866.06,0.0,11961.86,0.01,13109.08,329.55,422.58,38789.8,10659.44,17012.66,0.0,143316.06,137125.28,61564.26,0.0,180119.12,436459.56,1.48,7790129,2.1,1216952,0.0,0.0,2.1,5826275,168
2019-01-03T09:00:00,1120652.88,318672.97,688579.38,497480.31,472753.09,595882.44,0.0,11962.41,0.01,13109.24,329.56,422.59,38789.92,10659.44,17013.34,0.0,143318.66,137126.95,61564.44,0.0,180119.12,436460.16,1.48,7790263,2.1,1216977.38,0.0,0.0,2.1,5826325,168
2019-01-03T10:00:00,1120680,318678.56,688586.38,497496.81,472755.09,595903.06,0.0,11962.95,0.01,13109.36,329.57,422.6,38790.08,10659.45,17014.01,0.0,143320.27,137128.64,61564.62,0.0,180119.12,436460.69,1.48,7790431.5,2.1,1217005.25,0.0,0.0,2.1,5826397.5,168
2019-01-03T11:00:00,1120709.75,318686,688593.38,497511.66,472762.06,595926,0.0,11963.5,0.01,13109.48,329.58,422.61,38790.2,10659.45,17014.58,0.0,143320.39,137130.23,61564.8,0.0,180119.12,436461.25,1.48,7790614.5,2.1,1217032.38,0.0,0.0,2.1,5826476.5,168
2019-01-03T12:00:00,1120742.12,318695.59,688601.06,497534.19,472768.09,595947.69,0.0,11964.06,0.01,13109.6,329.58,422.62,38790.32,10659.45,17015.11,0.0,143321.52,137130.56,61564.98,0.0,180119.12,436461.84,1.48,7790809,2.1,1217059.38,0.0,0.0,2.1,5826556,168
2019-01-03T13:00:00,1120772.62,318704.56,688608.19,497555.84,472774,595965.88,0.0,11964.61,0.01,13109.72,329.58,422.62,38790.44,10659.45,17015.72,0.0,143324.17,137132.16,61565.19,0.0,180119.12,436462.38,1.48,7790990,2.1,1217086.38,0.0,0.0,2.1,5826631.5,168
2019-01-03T14:00:00,1120797.25,318712.56,688615,497570.75,472776.66,595984.19,0.0,11965.15,0.01,13109.84,329.59,422.63,38790.6,10659.46,17016.35,0.0,143325.84,137133.84,61565.37,0.0,180119.12,436462.97,1.48,7791147.5,2.1,1217113,0.0,0.0,2.1,5826696.5,168
2019-01-03T15:00:00,1120822.75,318720.72,688622.12,497591.19,472780.19,596005.38,0.0,11965.7,0.01,13110,329.6,422.63,38790.72,10659.46,17016.91,0.0,143325.98,137134.08,61565.55,0.0,180119.12,436463.53,1.48,7791325,2.1,1217140.62,0.0,0.0,2.1,5826770,168
2019-01-03T16:00:00,1120850.88,318729.19,688629.12,497610.06,472788.19,596027.88,0.0,11966.25,0.01,13110.12,329.61,422.64,38790.84,10659.46,17017.45,0.0,143326.12,137134.31,61565.76,0.0,180119.12,436464.06,1.48,7791524,2.1,1217168,0.0,0.0,2.1,5826867.5,168
2019-01-03T17:00:00,1120880.12,318738.62,688636.12,497627.41,472795.84,596052.31,0.0,11966.78,0.01,13110.24,329.62,422.65,38790.96,10659.46,17018.09,0.0,143326.27,137134.48,61565.94,0.0,180119.12,436464.59,1.48,7791722.5,2.1,1217195.75,0.0,0.0,2.1,5826954,168
2019-01-03T18:00:00,1120910.12,318748.56,688643.69,497644.06,472801.09,596075.38,0.0,11967.34,0.01,13110.36,329.62,422.66,38791.12,10659.46,17018.74,0.0,143328.72,137134.88,61566.12,0.0,180119.12,436475.59,1.48,7791914,2.1,1217223.75,0.0,0.0,2.1,5827048,168
2019-01-03T19:00:00,1120935.5,318755.28,688649.38,497652,472807.16,596091.81,0.0,11967.89,0.01,13110.48,329.63,422.66,38791.24,10659.46,17019.3,0.0,143333.83,137139.36,61567.35,0.0,180119.12,436498.09,1.48,7792058,2.1,1217250.62,0.0,0.0,2.1,5827136,168
2019-01-03T20:00:00,1120958.5,318760.47,688653.81,497657.34,472812.69,596099.31,0.0,11968.45,0.01,13110.6,329.64,422.66,38791.36,10659.46,17019.83,0.0,143337.98,137143.77,61568.88,0.0,180119.12,436520.75,1.48,7792170.5,2.1,1217275.38,0.0,0.0,2.1,5827211,168
2019-01-03T21:00:00,1120979.25,318765.75,688658.5,497662.5,472818,596106.62,0.0,11969.02,0.01,13110.76,329.65,422.67,38791.48,10659.46,17020.44,0.0,143340.62,137146.95,61570.41,0.0,180119.12,436543.62,1.48,7792278.5,2.1,1217300,0.0,0.0,2.1,5827278,168
2019-01-03T22:00:00,1120997.88,318770.62,688663,497669.44,472821.34,596113.94,0.0,11969.59,0.01,13110.88,329.66,422.68,38791.64,10659.47,17021.09,0.0,143342.8,137150.72,61571.97,0.0,180119.12,436566.53,1.48,7792384,2.1,1217325.25,0.0,0.0,2.1,5827343,168
2019-01-03T23:00:00,1121014.88,318775.03,688667.81,497673.06,472823.41,596119.94,0.0,11970.16,0.01,13111,329.66,422.69,38791.76,10659.47,17021.66,0.0,143344.17,137151.84,61573.53,0.0,180119.12,436573.44,1.48,7792478,2.1,1217349.62,0.0,0.0,2.1,5827386,168
2019-01-04T00:00:00,1121030.5,318778.81,688672.38,497674.84,472825.41,596125.06,0.0,11970.74,0.01,13111.12,329.67,422.7,38791.88,10659.47,17022.2,0.0,143345.52,137152.8,61575.09,0.0,180119.12,436574.81,1.48,7792563,2.1,1217374,0.0,0.0,2.1,5827423,168
2019-01-04T01:00:00,1121043.88,318782.31,688676.88,497676.59,472827.44,596129.62,0.0,11971.3,0.01,13111.24,329.68,422.7,38792.04,10659.47,17022.8,0.0,143346.88,137153.84,61576.65,0.0,180119.12,436576.19,1.48,7792644,2.1,1217397.75,0.0,0.0,2.1,5827461,168
2019-01-04T02:00:00,1121057,318785.84,688681.44,497678.41,472829.5,596131.88,0.0,11971.87,0.01,13111.36,329.69,422.71,38792.16,10659.48,17023.42,0.0,143348.22,137154.88,61578.18,0.0,180119.12,436577.62,1.48,7792721,2.1,1217421.75,0.0,0.0,2.1,5827499.5,168
2019-01-04T03:00:00,1121070.12,318789.19,688686.12,497680.16,472831.5,596133.88,0.0,11972.45,0.01,13111.52,329.7,422.72,38792.28,10659.48,17023.99,0.0,143349.58,137156,61579.71,0.0,180119.12,436579.03,1.48,7792798.5,2.1,1217446,0.0,0.0,2.1,5827538,168
2019-01-04T04:00:00,1121083,318792.56,688690.62,497681.94,472833.59,596136,0.0,11973.03,0.01,13111.64,329.7,422.73,38792.44,10659.48,17024.51,0.0,143350.95,137157.12,61581.27,0.0,180119.12,436580.41,1.48,7792875.5,2.1,1217470,0.0,0.0,2.1,5827576,168
2019-01-04T05:00:00,1121096.38,318795.91,688695.12,497683.75,472835.66,596138.06,0.0,11973.61,0.01,13111.76,329.7,422.74,38792.56,10659.48,17025.1,0.0,143352.31,137158.16,61582.8,0.0,180119.12,436581.78,1.48,7792952.5,2.1,1217493.75,0.0,0.0,2.1,5827614.5,168
2019-01-04T06:00:00,1121109.5,318799.12,688699.88,497685.5,472837.69,596140.12,0.0,11974.18,0.01,13111.88,329.71,422.74,38792.68,10659.49,17025.74,0.0,143353.69,137159.28,61584.33,0.0,180119.12,436583.16,1.48,7793029.5,2.1,1217517.62,0.0,0.0,2.1,5827652.5,168
2019-01-04T07:00:00,1121124.5,318802.31,688704.38,497689.59,472839.69,596142.19,0.0,11974.76,0.01,13112,329.72,422.75,38792.8,10659.49,17026.31,0.0,143354.73,137160.31,61584.87,0.0,180119.12,436583.53,1.48,7793111,2.1,1217542.25,0.0,0.0,2.1,5827688,168
2019-01-04T08:00:00,1121144.25,318806.25,688709.06,497695.09,472841.75,596144.25,0.0,11975.33,0.01,13112.12,329.73,422.76,38792.96,10659.49,17026.85,0.0,143355.81,137160.64,61585.05,0.0,180119.12,436583.62,1.48,7793203.5,2.1,1217566.62,0.0,0.0,2.1,5827727.5,168
2019-01-04T09:00:00,1121166.38,318810.41,688714.25,497700.25,472843.81,596147.31,0.0,11975.9,0.01,13112.28,329.74,422.76,38793.08,10659.49,17027.49,0.0,143358.36,137162.31,61585.23,0.0,180119.12,436583.81,1.48,7793307,2.1,1217591.62,0.0,0.0,2.1,5827785,168
2019-01-04T10:00:00,1121197.12,318817.53,688719,497717.16,472851.16,596154.81,0.0,11976.5,0.01,13112.4,329.74,422.77,38793.2,10659.5,17028.16,0.0,143359.95,137164,61585.44,0.0,180119.12,436583.94,1.48,7793463.5,2.1,1217618.62,0.0,0.0,2.1,5827867.5,168
2019-01-04T11:00:00,1121229.5,318825.38,688723.38,497735.5,472857.19,596163.88,0.0,11977.18,0.01,13112.64,329.75,422.78,38793.36,10659.5,17028.74,0.0,143360.02,137165.69,61585.62,0.0,180119.12,436584.19,1.48,7793636,2.1,1217645.75,0.0,0.0,2.1,5827954.5,168
2019-01-04T12:00:00,1121262.38,318834.31,688730.19,497755.31,472862.81,596174.88,0.0,11977.76,0.01,13112.96,329.76,422.78,38793.48,10659.5,17029.28,0.0,143361.06,137166,61585.86,0.0,180119.12,436584.31,1.48,7793819.5,2.1,1217673.75,0.0,0.0,2.1,5828040,168
2019-01-04T13:00:00,1121294.5,318843.03,688736.56,497773.44,472868.34,596186.88,0.0,11978.34,0.01,13113.2,329.77,422.79,38793.6,10659.5,17029.88,0.0,143363.62,137167.69,61586.07,0.0,180119.12,436584.47,1.48,7793997,2.1,1217701.25,0.0,0.0,2.1,5828125.5,168
2019-01-04T14:00:00,1121321.62,318850.62,688741.75,497781.91,472874,596200.75,0.0,11978.93,0.01,13113.44,329.78,422.8,38793.76,10659.5,17030.53,0.0,143365.19,137169.44,61586.28,0.0,180119.12,436584.59,1.48,7794141,2.1,1217727.62,0.0,0.0,2.1,5828196.5,168
2019-01-04T15:00:00,1121348.62,318858.62,688748.56,497791.84,472877.56,596214.25,0.0,11979.52,0.01,13113.68,329.78,422.81,38793.88,10659.5,17031.11,0.0,143365.25,137169.69,61586.49,0.0,180119.12,436584.72,1.48,7794293.5,2.1,1217754.38,0.0,0.0,2.1,5828274,168
2019-01-04T16:00:00,1121376.12,318866.88,688754.88,497800.59,472879.56,596226.88,0.0,11980.1,0.01,13113.92,329.79,422.82,38794,10659.5,17031.66,0.0,143365.3,137169.92,61586.7,0.0,180119.12,436584.84,1.48,7794451.5,2.1,1217781.62,0.0,0.0,2.1,5828358,168
