date_time,1A00_1,1A01_1,1A02_1,1A03_1,1A03_2,1A03_3,1A03_4,1A03_5,1A03_6,1A04_1,1A04_2,1A04_3,1A04_4,1A04_5,1A04_6,1A05_1,1A05_2,1A05_3,1A05_4,1A05_5,1A05_6,1A06_1,1A06_2,1A06_3,1A06_4,1A06_5,1A06_6,1A06_7,1A07_1,1A07_2,1A07_3,1A07_4,1A07_5,1A07_6,1A07_7,2A01_1,2A01_2,2A01_3,2A01_4,2A01_5,2A02_1,2A02_2,2A02_3,2A02_4,2A02_5,2A02_6,2A02_7,2A02_8,2A02_9,2A03_1,2A03_2,2A03_3,2A03_4,2A03_5,2A03_6,2A03_7,2A03_8,2A03_9,2A04_1,2A04_2,2A05_1,2A05_2,2A05_3,2A05_4,2A06_1,2A06_2,2A06_3,2A06_4,2A06_5,2A06_6,2A06_7,2A07_1,2A08_1
2019-02-15T05:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121419.3,116559.84,50103.9,99710.82,128832.68,0,149169.88,375162.47,202651.28,7460.88,8489.04,10.24,1573798.75,199572.23,183511.28,4081.98,0,0,0,235084.88,870389.81,0.04,0,0,0,0,6221.6,928.66,22621.33,0,1070605.25,21888.96,44760.36,46905.34,22666.32,5435.67,782636.5,986113.62,0,0,73466.97,417.77,0,17053.05,0,0,0,0,0,3115955,319.5,1172983.12,609855.81,353639.53,0,690864.19,689803.19,259903.02,56181.39,0,0.09,0,8.4,6891925.5
2019-02-15T06:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121421.3,116563.68,50104.56,99712.98,128833.72,0,149174.92,375180.84,202655.12,7460.88,8489.28,10.24,1573823.12,199573.05,183512,4081.98,0,0,0,235085.28,870405.06,0.04,0,0,0,0,6221.68,928.7,22621.47,0,1070631.12,21889.11,44760.6,46905.58,22666.62,5435.69,782653.12,986132.81,0,0,73468.5,417.77,0,17053.32,0,0,0,0,0,3116020,319.5,1172995.12,609862,353644.25,0,690875.06,689814,259905.91,56182.83,0,0.09,0,8.4,6892038
2019-02-15T07:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121423.3,116567.58,50105.28,99715.16,128834.76,0,149179.94,375199.25,202658.64,7460.96,8489.52,10.24,1573847.75,199573.84,183512.8,4081.98,0,0,0,235085.59,870420.25,0.04,0,0,0,0,6221.76,928.72,22621.63,0,1070656.75,21889.31,44760.9,46905.84,22666.92,5435.71,782669.94,986152.19,0,0,73470.06,417.77,0,17053.62,0,0,0,0,0,3116084.75,319.5,1173007,609868.5,353648.97,0,690886,689823.38,259908.78,56184.24,0,0.09,0,8.4,6892150.5
2019-02-15T08:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121425.4,116571.48,50106,99717.36,128835.88,0,149184.94,375217.62,202662.23,7460.96,8489.76,10.24,1573876.12,199574.64,183513.52,4081.98,0,0,0,235085.92,870435.44,0.04,0,0,0,0,6221.84,928.74,22621.86,0,1070682.5,21889.55,44761.58,46906.12,22667.22,5435.73,782686.38,986172,0,0,73471.62,417.77,0,17053.94,0,0,0,0,0,3116150,319.5,1173019.25,609877.81,353653.91,0,690899.69,689833.5,259911.66,56185.83,0,0.09,0,8.4,6892270.5
2019-02-15T09:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121427.7,116575.38,50106.66,99719.54,128837.64,0,149189.95,375236.16,202665.84,7460.96,8490,10.24,1573905.38,199575.44,183514.31,4081.98,0,0,0,235090.88,870452.25,0.04,0,0,0,0,6221.92,928.76,22622.35,0,1070708.5,21889.98,44762.72,46906.94,22667.52,5435.75,782702.75,986191.38,0,0,73473.18,417.77,0,17054.34,0,0,0,0,0,3116217,319.5,1173038.75,609889.44,353659.91,0,690912.62,689845.69,259915.56,56187.78,0,0.09,0,8.4,6892405
2019-02-15T10:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121430.3,116579.7,50107.5,99721.92,128840.04,0,149195.12,375255.06,202671.36,7460.96,8490.24,10.24,1573934.88,199576.23,183515.12,4081.98,0,0,0,235096.23,870469.06,0.04,0,0,0,0,6222,928.78,22623.3,0,1070736.62,21890.79,44764.7,46908.54,22667.82,5435.77,782718.94,986211.19,0,0,73474.74,417.77,0,17054.76,0,0,0,0,0,3116289,319.5,1173071.12,609905.12,353669.53,0,690937.75,689862.25,259925.34,56189.55,0,0.09,0,8.4,6892587
2019-02-15T11:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121433.4,116584.56,50108.49,99724.34,128842.48,0,149200.3,375274.97,202676.95,7461.04,8490.48,10.24,1573964.38,199577.05,183515.84,4081.98,0,0,0,235101.59,870486.19,0.04,0,0,0,0,6222.08,928.82,22624.19,0,1070766.75,21891.76,44766.36,46910.18,22668.12,5435.78,782735.38,986233.25,0,0,73476.3,417.77,0,17055.19,0,0,0,0,0,3116365,319.5,1173109.88,609926.06,353681.53,0,690965.81,689886.5,259936.14,56191.35,0,0.09,0,8.4,6892798
2019-02-15T12:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121437.1,116589.42,50109.54,99726.82,128844.8,0,149205.59,375295.03,202682.48,7461.12,8490.72,10.24,1573994.12,199577.84,183516.64,4081.98,0,0,0,235106.95,870503.19,0.04,0,0,0,0,6222.16,928.84,22625.25,0,1070798.88,21892.67,44768.24,46911.86,22668.42,5435.8,782751.75,986253.62,0,0,73477.86,417.77,0,17055.61,0,0,0,0,0,3116441,319.5,1173147.75,609946.31,353694,0,690995.5,689910.81,259947.55,56193.33,0,0.09,0,8.4,6893011
2019-02-15T13:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121440.9,116594.1,50110.53,99729.28,128847.12,0,149210.94,375314.81,202687.77,7461.12,8490.96,10.24,1574023.88,199578.64,183517.36,4081.98,0,0,0,235112.31,870520,0.04,0,0,0,0,6222.24,928.86,22626.15,0,1070829.62,21893.55,44769.88,46913.84,22668.7,5435.82,782768.19,986274.38,0,0,73479.48,417.77,0,17055.99,0,0,0,0,0,3116515.75,319.5,1173183.38,609964.19,353705.91,0,691025.38,689933.06,259959.59,56195.19,0,0.09,0,8.4,6893216.5
2019-02-15T14:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121444,116598.54,50111.46,99731.62,128849.4,0,149216.16,375334.88,202693.2,7461.2,8491.28,10.24,1574053.5,199579.36,183518.16,4081.98,0,0,0,235117.69,870537.06,0.04,0,0,0,0,6222.32,928.88,22626.93,0,1070859.12,21894.35,44771.72,46915.2,22669,5435.84,782784.56,986295.06,0,0,73481.1,417.77,0,17056.41,0,0,0,0,0,3116589.5,319.5,1173219,609978.88,353718.31,0,691050.88,689954.31,259967.88,56197.14,0,0.09,0,8.4,6893408.5
2019-02-15T15:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121447.2,116603.34,50112.75,99734.04,128851.88,0,149221.72,375354.97,202698.48,7461.28,8491.6,10.24,1574083.5,199580.16,183518.95,4082.04,0,0,0,235123.12,870554.19,0.04,0,0,0,0,6222.4,928.92,22627.97,0,1070890.5,21895.45,44773.76,46917.56,22669.3,5435.86,782800.94,986317.94,0,0,73482.75,417.77,0,17056.86,0,0,0,0,0,3116668.75,319.5,1173261.75,609996.25,353732,0,691081.12,689976,259978.44,56198.94,0,0.09,0,8.4,6893624.5
2019-02-15T16:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121450.2,116608.2,50114.25,99736.42,128854.72,0,149227.52,375375.25,202703.59,7461.36,8491.84,10.24,1574113.38,199580.95,183519.77,4082.28,0,0,0,235128.48,870570.81,0.04,0,0,0,0,6222.48,928.94,22628.82,0,1070922.62,21896.29,44775.72,46919.44,22669.6,5435.88,782817.44,986341.19,0,0,73484.37,417.77,0,17057.31,0,0,0,0,0,3116749,319.5,1173312.88,610015.5,353745.28,0,691110,689999.25,259991.05,56200.77,0,0.09,0,8.4,6893850.5
2019-02-15T17:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121452.8,116613.6,50115.72,99738.96,128857.76,0,149233.44,375395.53,202709.05,7461.44,8492.16,10.24,1574143.25,199581.77,183520.48,4082.46,0,0,0,235133.84,870587.94,0.04,0,0,0,0,6222.56,928.96,22629.8,0,1070956,21897.13,44777.34,46921.16,22669.9,5435.9,782833.94,986364.56,0,0,73486.02,417.77,0,17057.81,0,0,0,0,0,3116829.5,319.5,1173365.62,610035.5,353757.91,0,691137.81,690023.12,260003.52,56202.78,0,0.09,0,8.4,6894081
2019-02-15T18:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121455.6,116618.82,50117.01,99741.42,128860.72,0,149239.34,375415.25,202714.8,7461.44,8492.4,10.24,1574173,199582.56,183521.28,4082.7,0,0,0,235138.8,870605.12,0.04,0,0,0,0,6222.64,928.98,22630.72,0,1070989,21898.05,44779.34,46923.78,22670.2,5435.92,782850.31,986387.06,0,0,73487.64,417.77,0,17058.18,0,0,0,0,0,3116910,319.5,1173406.75,610054.38,353769.03,0,691164,690045.25,260014.31,56204.31,0,0.09,0,8.4,6894292
2019-02-15T19:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121458.2,116622.84,50118.06,99743.72,128863.6,0,149245.06,375434.16,202722.41,7461.52,8492.72,10.24,1574198.88,199583.36,183522.08,4082.88,0,0,0,235143.77,870622.19,0.04,0,0,0,0,6222.72,929.02,22631.62,0,1071020.88,21898.92,44781.2,46925.78,22670.5,5435.94,782866.75,986409.62,0,0,73489.29,417.77,0,17058.57,0,0,0,0,0,3116988.5,319.5,1173444.62,610071.75,353778.25,0,691187.25,690064.25,260023.98,56206.05,0,0.09,0,8.4,6894487
2019-02-15T20:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121461.3,116626.74,50119.11,99745.9,128866.4,0,149251.5,375452.94,202728.23,7461.52,8492.96,10.24,1574224.12,199584.16,183522.88,4083.12,0,0,0,235148.72,870639.06,0.04,0,0,0,0,6222.8,929.04,22632.1,0,1071052,21899.44,44782.18,46927,22670.82,5435.96,782883.19,986432.31,0,0,73490.94,417.77,0,17058.92,0,0,0,0,0,3117064.25,319.5,1173478.88,610090.56,353786.47,0,691209.94,690082.31,260030.52,56207.91,0,0.09,0,8.4,6894672
2019-02-15T21:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121464,116630.7,50120.16,99748.12,128869.12,0,149258.2,375471.59,202733.84,7461.6,8493.2,10.24,1574249,199584.95,183523.69,4083.3,0,0,0,235149.28,870654.31,0.04,0,0,0,0,6222.88,929.06,22632.58,0,1071082.62,21899.94,44783.22,46928.56,22671.12,5435.98,782900.81,986453.75,0,0,73492.59,417.77,0,17059.24,0,0,0,0,0,3117139.5,319.5,1173509.75,610109.69,353794.62,0,691232.62,690099.94,260034.95,56209.68,0,0.09,0,8.4,6894851
2019-02-15T22:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121466.8,116634.6,50121.18,99750.36,128871.32,0,149264.91,375490.19,202739.44,7461.6,8493.52,10.24,1574274,199585.77,183524.41,4083.54,0,0,0,235149.59,870669.62,0.04,0,0,0,0,6222.96,929.08,22633.1,0,1071113,21900.49,44784.32,46929.94,22671.42,5436,782918.25,986474.56,0,0,73494.21,417.77,0,17059.56,0,0,0,0,0,3117214,319.5,1173537.75,610128,353802.31,0,691251.69,690117.44,260038.69,56211.3,0,0.09,0,8.4,6895020.5
2019-02-15T23:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121469.3,116638.5,50122.14,99752.52,128873.36,0,149271.62,375508.62,202744.8,7461.6,8493.76,10.24,1574298.62,199586.56,183525.2,4083.78,0,0,0,235150,870684.94,0.04,0,0,0,0,6223.04,929.1,22633.58,0,1071141.75,21900.93,44785.06,46930.88,22671.72,5436.02,782935.69,986495.19,0,0,73495.83,417.77,0,17059.88,0,0,0,0,0,3117285.25,319.5,1173561.38,610141.06,353808.31,0,691264.94,690132.81,260042.09,56212.74,0,0.09,0,8.4,6895167.5
2019-02-16T00:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121471.4,116642.46,50123.13,99754.74,128874.96,0,149278.06,375527.03,202749.52,7461.6,8494,10.24,1574323.5,199587.36,183526,4084.14,0,0,0,235150.31,870700.31,0.04,0,0,0,0,6223.12,929.14,22633.83,0,1071169.38,21901.17,44785.52,46931.7,22672.02,5436.04,782952.38,986515.69,0,0,73497.48,417.77,0,17060.17,0,0,0,0,0,3117354.25,319.5,1173581.75,610150.38,353813.44,0,691276,690147.5,260045.16,56214.21,0,0.09,0,8.4,6895301
2019-02-16T01:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121473.5,116646.36,50123.82,99756.9,128876.44,0,149284.41,375545.47,202754.31,7461.6,8494.32,10.24,1574348.12,199588.16,183526.72,4084.2,0,0,0,235150.64,870715.62,0.04,0,0,0,0,6223.2,929.16,22634.1,0,1071196.62,21901.33,44785.86,46932.16,22672.32,5436.06,782969.12,986535.06,0,0,73499.1,417.77,0,17060.51,0,0,0,0,0,3117421.25,319.5,1173595,610157.25,353818.41,0,691284.38,690161.94,260048.09,56215.59,0,0.09,0,8.4,6895419.5
2019-02-16T02:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121475.6,116650.26,50124.48,99759.04,128877.96,0,149290.7,375563.81,202759.05,7461.68,8494.56,10.24,1574372.88,199588.95,183527.52,4084.2,0,0,0,235151.05,870730.81,0.04,0,0,0,0,6223.28,929.18,22634.24,0,1071223.75,21901.47,44786.2,46932.52,22672.62,5436.08,782985.62,986554.56,0,0,73500.72,417.77,0,17060.81,0,0,0,0,0,3117488,319.5,1173607.75,610163.75,353823.03,0,691291.69,690174.62,260050.92,56217.3,0,0.09,0,8.4,6895534
2019-02-16T03:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121477.7,116654.22,50125.17,99761.14,128878.96,0,149297.06,375582.19,202763.2,7461.68,8494.8,10.24,1574397.62,199589.77,183528.23,4084.2,0,0,0,235151.36,870746.06,0.04,0,0,0,0,6223.36,929.2,22634.39,0,1071250.75,21901.65,44786.48,46932.84,22672.9,5436.1,783002.38,986574.06,0,0,73502.34,417.77,0,17061.1,0,0,0,0,0,3117554,319.5,1173619.75,610170.38,353827.84,0,691297.12,690186.25,260053.98,56218.98,0,0.09,0,8.4,6895645
2019-02-16T04:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121479.8,116658.12,50125.83,99763.24,128880,0,149303.58,375600.47,202767.28,7461.68,8495.04,10.24,1574422.38,199590.56,183529.05,4084.2,0,0,0,235151.77,870761.38,0.04,0,0,0,0,6223.44,929.24,22634.69,0,1071277.75,21901.8,44786.72,46933.08,22673.2,5436.12,783019.19,986593.25,0,0,73503.96,417.77,0,17061.4,0,0,0,0,0,3117620.5,319.5,1173631.25,610176.94,353832.72,0,691302.5,690196.75,260056.92,56220.3,0,0.09,0,8.4,6895753.5
2019-02-16T05:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121481.9,116662.02,50126.46,99765.34,128880.92,0,149310.02,375618.59,202771.12,7461.68,8495.28,10.24,1574447,199591.36,183529.84,4084.2,0,0,0,235152.08,870776.56,0.04,0,0,0,0,6223.52,929.26,22634.82,0,1071304.62,21901.95,44786.96,46933.34,22673.5,5436.14,783036,986612.81,0,0,73505.55,417.77,0,17061.7,0,0,0,0,0,3117686.5,319.5,1173642.75,610183.62,353837.53,0,691307.81,690207.12,260059.86,56221.77,0,0.09,0,8.4,6895862.5
2019-02-16T06:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121484,116665.92,50127.12,99767.44,128881.88,0,149316.38,375636.97,202774.95,7461.76,8495.52,10.24,1574471.75,199592.16,183530.64,4084.2,0,0,0,235152.41,870791.75,0.04,0,0,0,0,6223.6,929.28,22634.96,0,1071331.25,21902.08,44787.2,46933.58,22673.8,5436.16,783052.62,986632.38,0,0,73507.11,417.77,0,17062.01,0,0,0,0,0,3117751.5,319.5,1173654.25,610190.31,353842.41,0,691313.19,690217.62,260062.8,56223.12,0,0.09,0,8.4,6895971
2019-02-16T07:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121486.1,116669.82,50127.78,99769.56,128882.84,0,149322.69,375655.31,202778.8,7461.76,8495.76,10.24,1574496.62,199592.95,183531.36,4084.2,0,0,0,235152.8,870806.94,0.04,0,0,0,0,6223.68,929.3,22635.12,0,1071357.5,21902.3,44787.5,46933.84,22674.12,5436.18,783069.5,986652.06,0,0,73508.7,417.77,0,17062.31,0,0,0,0,0,3117817.5,319.5,1173666,610197.25,353847.19,0,691318.62,690228.06,260065.8,56224.47,0,0.09,0,8.4,6896080
2019-02-16T08:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121488.2,116673.72,50128.44,99771.66,128883.76,0,149328.98,375673.62,202782.64,7461.76,8496,10.24,1574525.38,199593.77,183532.16,4084.2,0,0,0,235153.12,870822.19,0.04,0,0,0,0,6223.76,929.32,22635.26,0,1071383.38,21902.44,44788.12,46934.08,22674.42,5436.2,783086.38,986671.62,0,0,73510.29,417.77,0,17062.59,0,0,0,0,0,3117883,319.5,1173677.62,610206.06,353852,0,691326.62,690238.5,260068.73,56226.18,0,0.09,0,8.4,6896193.5
2019-02-16T09:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121490.2,116677.62,50129.1,99773.78,128885.08,0,149335.31,375691.75,202786.48,7461.76,8496.32,10.24,1574555.5,199594.56,183532.95,4084.2,0,0,0,235158.23,870838.81,0.04,0,0,0,0,6223.84,929.36,22635.39,0,1071409.25,21902.58,44788.66,46934.46,22674.7,5436.22,783103.19,986690.88,0,0,73511.82,417.77,0,17062.92,0,0,0,0,0,3117948.5,319.5,1173689.38,610214.19,353856.88,0,691334,690249.12,260071.8,56227.74,0,0.09,0,8.4,6896304.5
2019-02-16T10:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121492.3,116681.52,50129.73,99775.94,128886.72,0,149341.66,375709.75,202790.31,7461.84,8496.56,10.24,1574585.62,199595.28,183533.69,4084.2,0,0,0,235163.52,870855.94,0.04,0,0,0,0,6223.92,929.38,22635.87,0,1071435.75,21903.06,44789.88,46934.92,22675,5436.24,783120,986710.38,0,0,73513.38,417.77,0,17063.22,0,0,0,0,0,3118016.5,319.5,1173703.75,610222.25,353863.75,0,691342.56,690261.25,260075.41,56229.21,0,0.09,0,8.4,6896426.5
2019-02-16T11:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121494.6,116685.48,50130.54,99778.12,128888.48,0,149348.09,375727.69,202794.08,7461.84,8496.88,10.24,1574615.75,199596.08,183534.48,4084.26,0,0,0,235168.8,870872.94,0.04,0,0,0,0,6224,929.4,22636.33,0,1071463,21903.54,44790.96,46935.28,22675.3,5436.26,783136.88,986729.94,0,0,73514.94,417.77,0,17063.6,0,0,0,0,0,3118084.5,319.5,1173725.25,610232.81,353871.38,0,691352.94,690274.94,260079.42,56230.77,0,0.09,0,8.4,6896563
2019-02-16T12:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121497.1,116689.38,50131.26,99780.28,128890.24,0,149354.42,375745.81,202798.88,7461.92,8497.12,10.24,1574646.12,199596.88,183535.2,4084.62,0,0,0,235174.08,870889.94,0.04,0,0,0,0,6224.08,929.42,22636.76,0,1071490.25,21903.93,44792.16,46935.82,22675.6,5436.28,783153.75,986749.44,0,0,73516.47,417.77,0,17063.91,0,0,0,0,0,3118152.5,319.5,1173750.75,610245.06,353879.12,0,691365.5,690290.81,260083.56,56232.6,0,0.09,0,8.4,6896710.5
2019-02-16T13:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121499.4,116693.34,50131.95,99782.44,128891.96,0,149359.92,375764.03,202804.08,7461.92,8497.36,10.24,1574676.5,199597.69,183536,4085.04,0,0,0,235179.52,870907.06,0.04,0,0,0,0,6224.16,929.46,22637.31,0,1071516.88,21904.55,44793.12,46936.74,22675.92,5436.3,783170.62,986769.25,0,0,73518.12,417.77,0,17064.26,0,0,0,0,0,3118221.25,319.5,1173773.12,610257.5,353886.88,0,691376.5,690306.75,260087.81,56234.19,0,0.09,0,8.4,6896853.5
2019-02-16T14:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121501.5,116697.24,50132.7,99784.6,128893.68,0,149365.36,375782.41,202809.28,7462,8497.6,10.24,1574706.88,199598.48,183536.8,4085.52,0,0,0,235184.95,870924.19,0.04,0,0,0,0,6224.24,929.48,22637.76,0,1071543.62,21905,44794.48,46937.78,22676.22,5436.32,783187.5,986789.44,0,0,73519.77,417.77,0,17064.57,0,0,0,0,0,3118290.25,319.5,1173792,610270.5,353894.47,0,691388.38,690323.44,260091.72,56236.11,0,0.09,0,8.4,6896995.5
2019-02-16T15:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121503.7,116701.2,50133.54,99786.74,128895.4,0,149370.84,375800.81,202814.48,7462,8497.84,10.24,1574737,199599.28,183537.52,4086,0,0,0,235190.31,870941.62,0.04,0,0,0,0,6224.32,929.5,22638.19,0,1071570.88,21905.38,44795.72,46938.66,22676.52,5436.34,783204.56,986809.94,0,0,73521.36,417.77,0,17064.96,0,0,0,0,0,3118360.5,319.5,1173815.38,610285.62,353902.09,0,691399.94,690343.81,260095.56,56237.85,0,0.09,0,8.4,6897148.5
2019-02-16T16:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121505.9,116705.52,50134.5,99788.88,128897.12,0,149376.36,375819.19,202819.69,7462,8498.08,10.24,1574767.5,199600.08,183538.31,4086.48,0,0,0,235195.59,870959.62,0.04,0,0,0,0,6224.4,929.52,22638.69,0,1071598.62,21905.85,44796.72,46939.14,22676.82,5436.36,783221.44,986829.62,0,0,73523.01,417.77,0,17065.34,0,0,0,0,0,3118429.5,319.5,1173842.62,610300.62,353909.59,0,691412.06,690365.69,260099.41,56239.77,0,0.09,0,8.4,6897306.5
2019-02-16T17:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121508,116709.54,50135.52,99791.04,128898.84,0,149382.84,375837.66,202824.72,7462.08,8498.32,10.24,1574798,199600.88,183539.12,4086.9,0,0,0,235201.05,870977.62,0.04,0,0,0,0,6224.48,929.56,22639.17,0,1071626.25,21906.22,44797.72,46939.94,22677.12,5436.39,783238.75,986849.25,0,0,73524.63,417.77,0,17065.72,0,0,0,0,0,3118498.75,319.5,1173869.75,610314.88,353917.19,0,691423.69,690388.06,260103.12,56241.39,0,0.09,0,8.4,6897463
2019-02-16T18:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121510.1,116713.44,50136.48,99793.2,128900.6,0,149389.19,375856.03,202829.2,7462.08,8498.56,10.24,1574827.5,199601.69,183539.84,4087.2,0,0,0,235206,870995.25,0.04,0,0,0,0,6224.56,929.58,22639.56,0,1071653.75,21906.62,44798.7,46940.96,22677.42,5436.41,783255.5,986868.5,0,0,73526.28,417.77,0,17066.07,0,0,0,0,0,3118567.25,319.5,1173889.25,610328.25,353924.72,0,691436.88,690410,260106.72,56243.19,0,0.09,0,8.4,6897612
2019-02-16T19:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121512.2,116717.4,50137.35,99795.36,128902.36,0,149395.3,375874.31,202833.52,7462.08,8498.88,10.24,1574852.88,199602.48,183540.64,4087.5,0,0,0,235210.95,871012.88,0.04,0,0,0,0,6224.64,929.6,22640.03,0,1071680.5,21907.23,44800.02,46941.88,22677.72,5436.43,783272.19,986887.81,0,0,73527.9,417.77,0,17066.35,0,0,0,0,0,3118636,319.5,1173908.75,610341.12,353932.31,0,691448.31,690428.31,260110.86,56244.75,0,0.09,0,8.4,6897755
2019-02-16T20:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121514.3,116721.36,50138.31,99797.54,128904.4,0,149401.45,375892.56,202837.92,7462.08,8499.12,10.24,1574878.38,199603.28,183541.44,4087.86,0,0,0,235215.84,871030.75,0.04,0,0,0,0,6224.72,929.62,22640.33,0,1071707.12,21907.62,44800.88,46942.38,22678.02,5436.45,783289.06,986907.38,0,0,73529.55,417.77,0,17066.62,0,0,0,0,0,3118702.75,319.5,1173928.25,610355.06,353939.53,0,691458.88,690445.44,260115.72,56246.46,0,0.09,0,8.4,6897896
2019-02-16T21:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121516.4,116725.38,50139.06,99799.68,128906.4,0,149407.69,375910.88,202842.23,7462.16,8499.36,10.24,1574903.5,199604.08,183542.23,4088.16,0,0,0,235216.23,871047.06,0.04,0,0,0,0,6224.8,929.64,22640.64,0,1071733.75,21907.97,44801.88,46943.16,22678.32,5436.47,783307.19,986926.38,0,0,73531.17,417.77,0,17067.7,0,0,0,0,0,3118772,319.5,1173948.25,610369.75,353946.47,0,691469.19,690463.12,260119.98,56247.99,0,0.09,0,8.4,6898040.5
2019-02-16T22:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121518.5,116729.4,50139.81,99801.84,128908.28,0,149413.78,375928.91,202846.41,7462.16,8499.6,10.24,1574928.75,199604.88,183542.95,4088.52,0,0,0,235216.64,871063.19,0.04,0,0,0,0,6224.88,929.68,22641.05,0,1071761.12,21908.35,44802.68,46943.7,22678.62,5436.49,783325.25,986944.94,0,0,73532.82,417.77,0,17068.88,0,0,0,0,0,3118840.5,319.5,1173970.75,610384,353952.72,0,691478.56,690481.38,260123.52,56249.4,0,0.09,0,8.4,6898184
2019-02-16T23:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121520.6,116733.36,50140.5,99803.98,128909.64,0,149419.86,375947.16,202850.23,7462.16,8499.84,10.24,1574953.75,199605.69,183543.77,4088.7,0,0,0,235216.95,871079.38,0.04,0,0,0,0,6224.96,929.7,22641.32,0,1071788.25,21908.55,44803.48,46944.34,22678.92,5436.51,783342.56,986964,0,0,73534.47,417.77,0,17070.01,0,0,0,0,0,3118909,319.5,1173990.38,610396.31,353958.56,0,691487.25,690498.81,260126.58,56251.32,0,0.09,0,8.4,6898320.5
2019-02-17T00:00:00,3.5,5740750.5,1.2,628517.62,431895.19,415790.09,0,0,0,121522.7,116737.32,50141.25,99806.12,128910.88,0,149425.84,375965.28,202854.08,7462.16,8500.08,10.24,1574978.88,199606.48,183544.56,4088.7,0,0,0,235217.36,871095.69,0.04,0,0,0,0,6225.04,929.72,22641.66,0,1071815.38,21908.79,44804.06,46944.88,22679.22,5436.53,783359.38,986982.94,0,0,73536.12,417.77,0,17071.15,0,0,0,0,0,3118976.75,319.5,1174006.12,610407.5,353963.91,0,691495.19,690513.12,260129.7,56253.27,0,0.09,0,8.4,6898447
