date_time,1A01_1,1A02_1,1A03_1,1A03_2,1A03_3,1A03_4,1A03_5,1A03_6,1A04_1,1A04_2,1A04_3,1A04_4,1A04_5,1A05_1,1A05_2,1A06_1,1A06_2,1A06_3,1A06_4,1A06_5,1A06_6,1A06_7,1A07_1,1A07_2,1A07_3,1A07_4,1A07_5,1A07_6,1A07_7,2A01_1,2A01_2,2A01_3,2A01_4,2A01_5,2A02_1,2A02_2,2A02_3,2A02_4,2A02_5,2A03_1,2A03_2,2A03_3,2A03_4,2A03_5,2A03_6,2A04_1,2A04_2,2A04_3,2A04_4,2A04_5,2A05_1,2A06_1,2A07_1
2019-01-01T00:00:00,11297954,9.6,747984.62,755568.38,826662.5,479987.75,127294.24,9378.87,464363.75,505832.56,797662.75,890278.94,710453.25,4998576.5,426.4,192711.44,2341731.25,41523.66,1818451.88,17862.66,0,0,35977.98,0,112020,185107.44,52039.44,213782.95,8.92,818975.25,1181339.75,231339.92,3373.6,0,903530,1420049.12,1324906.5,58659.76,0,7344.28,8396.04,793839.75,2453.36,2837.52,455824.12,1026370.56,997934.38,1514430.38,706333.94,0,1.5,11396392,567200960
2019-01-01T01:00:00,11298130,9.6,747996.75,755577.25,826672.38,479994.72,127295.44,9379.08,464365.44,505835.38,797668.88,890289.75,710455.06,4998690.5,426.4,192712.8,2341790.75,41524.75,1818488,17863.08,0,0,35978.1,0,112021.88,185115.88,52039.96,213787.08,8.92,818979.12,1181343.25,231340.77,3373.6,0,903548.31,1420052.5,1324909.12,58659.76,0,7344.36,8396.16,793845.12,2453.36,2837.64,455837.84,1026390.19,997949.38,1514452.5,706342.88,0,1.5,11396508,567200960
2019-01-01T02:00:00,11298310,9.6,748008.88,755586,826682.38,480001.91,127296.8,9379.29,464367.19,505837.59,797675.44,890302.19,710456.75,4998804.5,426.4,192714.41,2341850.25,41525.9,1818524.5,17863.49,0,0,35978.22,0,112023.8,185124.52,52040.4,213791.2,8.92,818982.88,1181346.88,231341.59,3373.6,0,903566.38,1420064.38,1324911.75,58659.76,0,7344.4,8396.28,793850.38,2453.36,2837.7,455851.59,1026410.25,997964,1514474.88,706353.06,0,1.5,11396635,567200960
2019-01-01T03:00:00,11298486,9.6,748020.94,755594.75,826692.38,480009.12,127298.16,9379.5,464368.88,505839.12,797681.75,890313.75,710458.5,4998917.5,426.4,192716,2341909.75,41526.99,1818560,17863.91,0,0,35978.34,0,112025.72,185133.16,52041.12,213795.36,8.92,818986.81,1181350.5,231342.48,3373.6,0,903584.5,1420076.38,1324914.38,58659.76,0,7344.48,8396.39,793855.5,2453.36,2837.82,455865.31,1026430.31,997978.81,1514496.5,706363.44,0,1.5,11396762,567200960
2019-01-01T04:00:00,11298664,9.6,748033.06,755603.62,826702.5,480016.25,127299.44,9379.71,464370.62,505840.56,797688.38,890324.56,710460.19,4999033,426.4,192717.2,2341969,41528.14,1818597.12,17864.33,0,0,35978.52,0,112027.56,185141.8,52041.64,213799.52,8.92,818990.88,1181354,231343.31,3373.6,0,903602.62,1420080.75,1324917,58659.76,0,7344.56,8396.48,793860.31,2453.36,2837.88,455879.09,1026450.25,997993.81,1514517.5,706373.69,0,1.5,11396880,567200960
2019-01-01T05:00:00,11298838,9.6,748045.06,755612.31,826712.5,480023.38,127300.72,9379.92,464372.31,505842.09,797694.62,890335.38,710461.94,4999146,426.4,192718.41,2342028.75,41529.26,1818633.25,17864.74,0,0,35978.64,0,112029.44,185150.44,52042.04,213803.69,8.92,818994.75,1181357.5,231344.16,3373.6,0,903620.62,1420084.38,1324919.62,58659.76,0,7344.64,8396.58,793865.81,2453.36,2838,455892.81,1026469.75,998008.62,1514538.5,706383.19,0,1.5,11396996,567200960
2019-01-01T06:00:00,11299012,9.6,748056.88,755621.25,826722.25,480030.47,127302,9380.22,464374,505843.53,797700.5,890346.12,710463.62,4999258.5,426.4,192719.52,2342088.25,41530.35,1818668.75,17865.15,0,0,35978.76,0,112031.28,185159.05,52042.48,213807.77,8.92,818998.62,1181361.12,231345,3373.6,0,903638.88,1420088,1324922.25,58659.76,0,7344.72,8396.7,793870.88,2453.36,2838.06,455906.53,1026487.94,998023.25,1514559.38,706392.06,0,1.5,11397110,567200960
2019-01-01T07:00:00,11299191,9.6,748070.75,755630.38,826732.56,480037.59,127303.2,9380.43,464375.69,505846.62,797706.94,890357.12,710465.25,4999371,426.4,192720.8,2342147.5,41531.45,1818705.25,17865.55,0,0,35978.88,0,112033.12,185167.64,52043.12,213810.72,8.92,819002.38,1181364.5,231345.72,3373.6,0,903656.5,1420091.38,1324924.75,58659.76,0,7344.8,8396.81,793876,2453.36,2838.18,455920.12,1026505.5,998040.38,1514580.12,706400.81,0,1.5,11397224,567200960
2019-01-01T08:00:00,11299396,9.6,748099.25,755640.62,826746.06,480044.81,127304.48,9380.64,464377.38,505854.16,797714.5,890368.06,710469.38,4999482.5,426.4,192722.72,2342206.75,41532.58,1818741,17865.95,0,0,35979,0,112034.96,185176.2,52044.52,213811.31,8.92,819006.31,1181372.12,231346.44,3373.6,0,903674.38,1420094.88,1324942.38,58659.76,0,7344.84,8397.15,793892.81,2453.36,2838.24,455933.47,1026525.12,998063.44,1514601.62,706408.62,0,1.5,11397376,567200960
2019-01-01T09:00:00,11299623,9.6,748133.62,755651.62,826760.94,480051.91,127305.76,9380.82,464378.97,505861.53,797721.81,890379.12,710486,4999597,426.4,192725.05,2342266,41533.67,1818776.75,17866.35,0,0,35979.12,0,112036.8,185184.8,52046.04,213814.69,8.92,819010.19,1181379.88,231347.16,3373.6,0,903692.12,1420102.25,1324963.38,58659.76,0,7344.92,8397.3,793916.5,2453.36,2838.36,455946.88,1026545.5,998086.75,1514635.88,706416.94,0,1.5,11397556,567200960
2019-01-01T10:00:00,11299852,9.6,748167.12,755662.75,826774.94,480059.03,127307.12,9381.03,464380.62,505868.31,797730.06,890390.38,710502.06,4999713.5,426.4,192727.52,2342325.25,41534.77,1818812.38,17866.74,0,0,35979.24,0,112038.6,185193.48,52046.96,213821.72,8.92,819013.94,1181387.12,231347.88,3373.6,0,903709.62,1420115.88,1324981.75,58659.76,0,7344.96,8397.42,793937.69,2453.36,2838.42,455960.25,1026565.25,998110,1514669,706425.62,0,1.5,11397736,567200960
2019-01-01T11:00:00,11300084,9.6,748200.81,755674.19,826788.94,480066.16,127308.48,9381.24,464382.25,505875.19,797738.25,890404.62,710518.25,4999831,426.4,192729.77,2342384.75,41535.86,1818848,17867.13,0,0,35979.42,0,112040.4,185202.08,52048.08,213828.64,8.92,819017.69,1181394.62,231348.56,3373.6,0,903726.69,1420129,1324998.38,58659.76,0,7345.04,8397.53,793958.75,2453.36,2838.54,455973.59,1026586.06,998134.25,1514703.38,706433.25,0,1.5,11397915,567200960
2019-01-01T12:00:00,11300316,9.6,748234.75,755688.75,826803.25,480073.28,127309.84,9381.42,464383.84,505881.91,797745.94,890417.88,710534.19,4999945.5,426.4,192732,2342443.75,41536.95,1818884.5,17867.52,0,0,35979.54,0,112042.2,185210.69,52049.12,213832.8,8.92,819021.62,1181406,231349.28,3373.6,0,903743.69,1420144,1325017.88,58659.76,0,7345.12,8397.85,793979.25,2453.36,2838.6,455986.97,1026606.25,998157.94,1514739.88,706441.06,0,1.5,11398104,567200960
2019-01-01T13:00:00,11300550,9.6,748268.56,755701.62,826817.62,480080.41,127311.2,9381.63,464385.53,505888.56,797753.94,890430.75,710550.25,5000064,426.4,192734.41,2342503.25,41538.04,1818920.5,17867.92,0,0,35979.66,0,112044.04,185219.28,52050.28,213839.77,8.92,819025.38,1181414.75,231349.95,3373.6,0,903760.12,1420160.25,1325037.62,58659.76,0,7345.24,8398.47,794001.25,2453.36,2838.72,456000.28,1026626.5,998181.25,1514777.88,706448.56,0,1.5,11398294,567200960
2019-01-01T14:00:00,11300780,9.6,748302.38,755712.81,826831.94,480087.38,127312.56,9381.84,464387.12,505894.88,797761.5,890443.06,710566.31,5000182.5,426.4,192736.88,2342562.5,41539.14,1818957,17868.31,0,0,35979.78,0,112045.84,185227.92,52051.36,213846.59,8.92,819029.12,1181421.25,231350.69,3373.6,0,903774.88,1420178.5,1325054.38,58659.76,0,7345.4,8398.61,794019.25,2453.36,2838.78,456013.62,1026646.81,998206,1514817.12,706456.5,0,1.5,11398478,567200960
2019-01-01T15:00:00,11301004,9.6,748336,755723.94,826846.06,480094.56,127314.08,9382.05,464388.81,505900.97,797768.62,890452.81,710582.31,5000297,426.4,192739.28,2342622,41540.22,1818992.62,17868.7,0,0,35979.9,0,112047.68,185236.56,52052.28,213850.56,8.92,819033.12,1181427.75,231351.41,3373.6,0,903789.31,1420195,1325070.25,58659.76,0,7345.44,8398.72,794039.06,2453.36,2838.9,456027,1026665.94,998228.56,1514855.5,706465.81,0,1.5,11398657,567200960
2019-01-01T16:00:00,11301232,9.6,748369.5,755735.12,826863.06,480101.59,127315.52,9382.23,464390.41,505910.16,797774.62,890461.81,710598.62,5000411.5,426.4,192741.52,2342681.25,41541.32,1819029.12,17869.1,0,0,35980.08,0,112049.48,185245,52053.44,213854.56,8.92,819036.88,1181434,231352.08,3373.6,0,903803.88,1420210.25,1325087.25,58659.76,0,7345.52,8398.83,794056.31,2453.36,2838.96,456040.38,1026685.12,998251.25,1514895,706474.06,0,1.5,11398834,567200960
2019-01-01T17:00:00,11301446,9.6,748395.81,755746.38,826876.94,480108.62,127317.04,9382.44,464392.09,505918.47,797779.5,890470.5,710614.56,5000526.5,426.4,192744.16,2342740.75,41542.4,1819065.62,17869.5,0,0,35980.2,0,112051.28,185253.31,52054.68,213858.56,8.92,819040.81,1181438.75,231352.8,3373.6,0,903818.5,1420229.5,1325103.12,58659.76,0,7345.64,8398.93,794075.19,2453.36,2839.02,456053.69,1026704.06,998274.19,1514934.75,706483.62,0,1.5,11399016,567200960
2019-01-01T18:00:00,11301651,9.6,748414.62,755757.5,826890.06,480115.59,127318.72,9382.65,464393.69,505925.53,797784.25,890479.38,710630.62,5000641,426.4,192746.64,2342800,41543.52,1819101.75,17869.89,0,0,35980.32,0,112053.08,185261.59,52055.96,213861.69,8.92,819044.69,1181442.12,231353.52,3373.6,0,903833.38,1420248.5,1325118.88,58659.76,0,7345.72,8399.06,794091.81,2453.36,2839.14,456067.03,1026724.75,998296.38,1514974.5,706493.94,0,1.5,11399196,567200960
2019-01-01T19:00:00,11301862,9.6,748434.06,755768.5,826903.62,480122.47,127320.16,9382.89,464395.38,505930.88,797788.62,890490,710646.94,5000760.5,426.4,192749.2,2342859,41544.62,1819138.25,17870.29,0,0,35980.44,0,112054.88,185269.92,52056.8,213870.84,8.92,819048.62,1181445.5,231354.31,3373.6,0,903848.69,1420265.5,1325135.25,58659.76,0,7345.8,8399.18,794117.38,2453.36,2839.2,456080.41,1026745.5,998318.5,1515010.12,706504.88,0,1.5,11399379,567200960
2019-01-01T20:00:00,11302071,9.6,748453.12,755779.81,826916.62,480129.44,127321.52,9383.1,464397.03,505936.31,797793.12,890499.44,710662.81,5000879,426.4,192751.36,2342918,41545.73,1819174.75,17870.69,0,0,35980.56,0,112056.72,185278.2,52057.44,213879.92,8.92,819052.38,1181448.88,231355.16,3373.6,0,903864,1420283.88,1325149,58659.76,0,7345.88,8399.28,794139.06,2453.36,2839.32,456093.75,1026766.31,998340.5,1515043.5,706514.81,0,1.5,11399554,567200960
2019-01-01T21:00:00,11302277,9.6,748472.5,755790.94,826929.38,480136.56,127322.88,9383.34,464398.62,505942.09,797797.38,890509.62,710678.81,5000995,426.4,192753.52,2342976.25,41546.82,1819210.25,17871.09,0,0,35980.68,0,112058.52,185286.52,52058.28,213886.16,8.92,819056.12,1181452.38,231355.95,3373.6,0,903879.19,1420301.88,1325151.5,58659.76,0,7345.92,8399.38,794147.06,2453.36,2839.38,456107.12,1026786.56,998362.56,1515075.88,706523.75,0,1.5,11399703,567200960
2019-01-01T22:00:00,11302481,9.6,748491.94,755802.12,826941.44,480143.75,127324.16,9383.52,464400.31,505947.53,797801.81,890519.69,710693.94,5001110.5,426.4,192755.44,2343035.5,41547.9,1819246.75,17871.52,0,0,35980.8,0,112060.32,185294.84,52058.8,213892.44,8.92,819060,1181456.12,231356.8,3373.6,0,903894.38,1420319.12,1325154,58659.76,0,7346,8399.48,794154.38,2453.36,2839.5,456120.47,1026806.56,998384.81,1515107.62,706533.5,0,1.5,11399850,567200960
2019-01-01T23:00:00,11302686,9.6,748511.06,755813.25,826953.62,480150.88,127325.44,9383.73,464401.91,505953.03,797806.5,890529.88,710711.62,5001223.5,426.4,192757.05,2343094.5,41548.99,1819282.88,17871.92,0,0,35980.92,0,112062.16,185303.12,52059.36,213896.52,8.92,819063.88,1181459.25,231357.59,3373.6,0,903910.19,1420337.38,1325156.5,58659.76,0,7346.08,8399.59,794161.44,2453.36,2839.56,456133.84,1026827.25,998406.62,1515139.25,706541.44,0,1.5,11399996,567200960
2019-01-02T00:00:00,11302888,9.6,748525.75,755823.62,826965.75,480158,127326.72,9383.91,464403.59,505958.25,797810.81,890543.38,710730.5,5001337,426.4,192758.88,2343153.5,41550.1,1819319,17872.32,0,0,35981.1,0,112063.96,185311.44,52059.88,213900.59,8.92,819067.62,1181462.88,231358.44,3373.6,0,903926.12,1420356,1325159,58659.76,0,7346.12,8399.7,794168.62,2453.36,2839.68,456147.25,1026848,998427.5,1515164.5,706550.5,0,1.5,11400137,567200960
2019-01-02T01:00:00,11303085,9.6,748540.06,755833.69,826977.94,480163.19,127328.08,9384.12,464405.28,505964.09,797815.19,890556.31,710748.06,5001449.5,426.4,192760.31,2343212.75,41551.19,1819354.88,17872.72,0,0,35981.22,0,112065.76,185319.72,52060.48,213904.64,8.92,819071.38,1181466.25,231359.23,3373.6,0,903941.19,1420373.38,1325161.38,58659.76,0,7346.2,8399.81,794174.88,2453.36,2839.74,456160.97,1026867.75,998443.69,1515188.75,706559.94,0,1.5,11400270,567200960
2019-01-02T02:00:00,11303284,9.6,748554,755843.56,826989.12,480168.16,127329.36,9384.33,464406.88,505969.53,797819.19,890569.5,710764.94,5001563,426.4,192761.69,2343272.25,41552.28,1819391.25,17873.12,0,0,35981.34,0,112067.6,185328,52061,213908.72,8.92,819075.12,1181469.62,231362.41,3373.6,0,903955.62,1420386.75,1325163.88,58659.76,0,7346.24,8399.91,794180.81,2453.36,2839.86,456174.69,1026887.38,998459.62,1515212.75,706568.38,0,1.5,11400397,567200960
2019-01-02T03:00:00,11303476,9.6,748567.94,755853.69,826999.12,480173.03,127330.64,9384.54,464408.56,505974.88,797823.25,890580.44,710782.62,5001675,426.4,192762.95,2343331.75,41553.38,1819426.5,17873.52,0,0,35981.46,0,112069.4,185336.28,52061.52,213912.77,8.92,819079.06,1181473,231367.48,3373.6,0,903969.81,1420397.88,1325166.38,58659.76,0,7346.32,8400.12,794183.81,2453.36,2839.92,456188.44,1026907.38,998475.62,1515236,706576.88,0,1.5,11400521,567200960
2019-01-02T04:00:00,11303666,9.6,748581.81,755863.62,827009.19,480178.09,127331.84,9384.75,464410.16,505980.31,797827.25,890590.62,710799.75,5001787.5,426.4,192764.08,2343391.25,41554.45,1819462.38,17873.92,0,0,35981.58,0,112071.2,185344.52,52061.92,213916.84,8.92,819082.81,1181476.25,231372.77,3373.6,0,903984,1420408.75,1325168.75,58659.76,0,7346.4,8400.24,794186.56,2453.36,2840.04,456202.16,1026927.12,998491.5,1515258.88,706584.81,0,1.5,11400644,567200960
2019-01-02T05:00:00,11303858,9.6,748595.69,755873.56,827019.19,480183.03,127333.04,9384.96,464411.84,505985.75,797831.25,890600.69,710817.12,5001899,426.4,192765.28,2343450.5,41555.53,1819498.25,17874.31,0,0,35981.76,0,112073,185352.77,52062.36,213920.88,8.92,819086.69,1181479.5,231377.28,3373.6,0,903998.69,1420420.25,1325171.12,58659.76,0,7346.44,8400.35,794189.19,2453.36,2840.1,456215.91,1026946.94,998507.44,1515282.88,706592.25,0,1.5,11400766,567200960
2019-01-02T06:00:00,11304050,9.6,748609.25,755883.5,827029.25,480188,127334.32,9385.17,464413.44,505991.28,797835.19,890610.88,710834.31,5002012,426.4,192766.31,2343510,41556.62,1819534.88,17874.71,0,0,35981.88,0,112074.8,185360.95,52062.76,213924.92,8.92,819090.62,1181483.12,231382.05,3373.6,0,904012.81,1420431.12,1325173.62,58659.76,0,7346.52,8400.43,794191.81,2453.36,2840.22,456229.62,1026965.25,998523.44,1515305.75,706599.75,0,1.5,11400886,567200960
2019-01-02T07:00:00,11304241,9.6,748623.5,755893.75,827039.25,480193.19,127335.52,9385.38,464415.19,505998.25,797839.19,890620.38,710851.62,5002122.5,426.4,192767.59,2343569.25,41557.74,1819569.5,17875.12,0,0,35982,0,112076.68,185369.2,52063.36,213927.84,8.92,819094.5,1181486.38,231383.36,3373.6,0,904027,1420442.75,1325176.12,58659.76,0,7346.56,8400.54,794194.38,2453.36,2840.28,456243.38,1026983.19,998542.62,1515329,706607.38,0,1.5,11401007,567200960
2019-01-02T08:00:00,11304451,9.6,748651.75,755903.88,827050.81,480198.41,127336.8,9385.59,464416.88,506006.16,797843.25,890631,710868.94,5002233.5,426.4,192770,2343628.5,41558.85,1819605.5,17875.53,0,0,35982.12,0,112078.52,185377.41,52064.8,213928.41,8.92,819098.38,1181493.88,231384.08,3373.6,0,904041.69,1420454.25,1325178.62,58659.76,0,7346.64,8400.77,794210.31,2453.36,2840.4,456256.75,1027001.5,998569.38,1515352,706614.75,0,1.5,11401152,567200960
2019-01-02T09:00:00,11304678,9.6,748686.06,755918.75,827065.44,480203.53,127338.16,9385.86,464418.56,506014.09,797847.38,890641.5,710886.25,5002349,426.4,192773.44,2343687.75,41560.02,1819641.12,17875.93,0,0,35982.24,0,112080.36,185385.59,52066.64,213931.84,8.92,819105.44,1181504.5,231384.84,3373.6,0,904056.19,1420481.88,1325181.12,58659.76,0,7346.72,8400.85,794228.5,2453.36,2840.46,456270.03,1027023.25,998596.62,1515387.25,706624.19,0,1.5,11401338,567200960
2019-01-02T10:00:00,11304920,9.6,748719.75,755940.06,827081.81,480208.62,127339.6,9386.04,464420.25,506018.62,797852.19,890656.38,710903.38,5002469,426.4,192777.05,2343747.5,41561.26,1819677.12,17876.34,0,0,35982.42,0,112082.36,185393.84,52068.24,213938.88,8.92,819113.88,1181517.88,231385.59,3373.6,0,904071.31,1420514.25,1325184.12,58659.76,0,7346.76,8400.96,794247.44,2453.36,2840.58,456283.25,1027048.94,998625.62,1515423.38,706637.06,0,1.5,11401546,567200960
2019-01-02T11:00:00,11305176,9.6,748753.69,755961,827107.38,480213.69,127341.28,9386.28,464421.91,506023.03,797858.88,890675.25,710919.81,5002588.5,426.4,192780.16,2343807.25,41562.61,1819713.62,17876.75,0,0,35982.54,0,112084.44,185402.2,52069.72,213945.84,8.92,819122.25,1181530.75,231386.31,3373.6,0,904085.69,1420548.12,1325186.75,58659.76,0,7346.88,8401.08,794269.94,2453.36,2840.64,456296.44,1027076.62,998657.44,1515457.62,706653.06,0,1.5,11401762,567200960
2019-01-02T12:00:00,11305434,9.6,748787.62,755981.94,827131.69,480219.03,127343.04,9386.46,464423.59,506030.09,797866.25,890695.5,710937.38,5002707,426.4,192783.84,2343867.25,41563.97,1819749.75,17877.15,0,0,35982.66,0,112086.48,185410.44,52071.76,213949.92,8.92,819127.62,1181544.62,231387.05,3373.6,0,904100.69,1420578.25,1325189.25,58659.76,0,7347.08,8401.26,794291.62,2453.36,2840.76,456309.69,1027107.44,998688.5,1515493.12,706669.75,0,1.5,11401978,567200960
2019-01-02T13:00:00,11305698,9.6,748821.75,756003.19,827154.75,480224.41,127345.2,9386.67,464425.28,506037.69,797874.75,890716.81,710954.56,5002827.5,426.4,192787.69,2343927.25,41565.17,1819785.62,17877.57,0,0,35982.78,0,112088.52,185418.77,52073.92,213956.95,8.92,819132.75,1181558.75,231387.8,3373.6,0,904116.62,1420610.25,1325202.38,58659.76,0,7347.28,8401.9,794315.25,2453.36,2840.82,456322.91,1027139.19,998717.25,1515528.62,706685.75,0,1.5,11402207,567200960
2019-01-02T14:00:00,11305960,9.6,748855.94,756023.75,827175.69,480229.75,127348.16,9386.88,464426.97,506045.19,797884,890737.5,710971.75,5002948,426.4,192791.59,2343987.5,41566.22,1819821.5,17877.97,0,0,35982.9,0,112090.48,185427.08,52075.96,213963.84,8.92,819140.25,1181572.38,231388.52,3373.6,0,904132.88,1420635,1325220.5,58659.76,0,7347.48,8402.01,794338.62,2453.36,2840.88,456336.19,1027170.19,998746,1515565.75,706699.12,0,1.5,11402434,567200960
2019-01-02T15:00:00,11306206,9.6,748887.81,756044.5,827193.06,480235.12,127350.4,9387.06,464428.62,506050.47,797892.25,890757.31,710988.75,5003064.5,426.4,192794.95,2344047.25,41567.34,1819857,17878.38,0,0,35983.02,0,112092.52,185435.41,52077.56,213967.84,8.92,819148.38,1181583.62,231389.28,3373.6,0,904149,1420656.88,1325238.12,58659.76,0,7347.68,8402.1,794357.44,2453.36,2841,456349.44,1027202.81,998776.5,1515602.38,706714.06,0,1.5,11402656,567200960
2019-01-02T16:00:00,11306450,9.6,748917.06,756066.94,827209.44,480240.41,127353.92,9387.27,464430.41,506055.75,797900.75,890773.62,711005.25,5003183,426.4,192798.64,2344107.5,41568.43,1819894.38,17878.78,0,0,35983.14,0,112094.6,185443.69,52079,213971.88,8.92,819156.75,1181594.12,231390.05,3373.6,0,904165.19,1420679,1325254.5,58659.76,0,7347.72,8402.3,794379.25,2453.36,2841.06,456362.69,1027236.62,998806.5,1515638.75,706732.5,0,1.5,11402882,567200960
2019-01-02T17:00:00,11306690,9.6,748942.25,756088.62,827226,480245.69,127356.56,9387.48,464432.09,506060.88,797908.81,890791.94,711022.25,5003301.5,426.4,192802,2344167.75,41569.56,1819931.62,17879.19,0,0,35983.26,0,112096.64,185451.95,52080.6,213976.2,8.92,819165.31,1181604.62,231390.77,3373.6,0,904181.12,1420700.38,1325271.25,58659.76,0,7347.8,8402.41,794403.38,2453.36,2841.18,456375.91,1027270.38,998834.56,1515674.75,706751.94,0,1.5,11403108,567200960
2019-01-02T18:00:00,11306948,9.6,748967.62,756110.5,827242.5,480250.81,127358.32,9387.66,464443.19,506075.91,797917.62,890811.12,711039.06,5003418,426.4,192805.59,2344228.25,41570.67,1819967,17879.6,0,0,35983.44,0,112098.72,185460.28,52082.76,213979.23,8.92,819174.12,1181615.38,231391.48,3373.6,0,904196.81,1420722.12,1325287.62,58659.76,0,7347.88,8402.53,794425.12,2453.36,2841.24,456389.12,1027310.88,998866.88,1515710.75,706770.81,0,1.5,11403344,567200960
2019-01-02T19:00:00,11307205,9.6,748991.06,756130.44,827256.62,480256,127359.68,9387.87,464454.72,506090.31,797926.62,890828.25,711056.19,5003541,426.4,192809.59,2344288.75,41571.74,1820003.25,17880,0,0,35983.56,0,112100.56,185468.59,52084,213988.48,8.92,819182.88,1181625.25,231392.36,3373.6,0,904212,1420743.75,1325304.25,58659.76,0,7348,8402.7,794447.06,2453.36,2841.36,456402.25,1027349.25,998898.62,1515742.12,706788.5,0,1.5,11403570,567200960
2019-01-02T20:00:00,11307445,9.6,749014.06,756144.81,827268.88,480261.59,127361.04,9388.08,464466.09,506104.25,797936.5,890837.25,711073.19,5003662.5,426.4,192813.28,2344348.75,41572.86,1820039.38,17880.41,0,0,35983.68,0,112102.4,185476.95,52084.92,213997.48,8.92,819188.38,1181629.25,231393.2,3373.6,0,904228.38,1420764.88,1325317.62,58659.76,0,7348.08,8402.82,794467.69,2453.36,2841.42,456415.56,1027384.75,998930.25,1515773.75,706802.62,0,1.5,11403778,567200960
2019-01-02T21:00:00,11307676,9.6,749036.94,756157.5,827280.62,480268.16,127362.48,9388.29,464476.47,506118.09,797943.81,890846.88,711089.44,5003780,426.4,192815.59,2344409,41573.98,1820075.5,17880.82,0,0,35983.8,0,112104.24,185485.31,52085.68,214003.72,8.92,819192.44,1181632.75,231394.05,3373.6,0,904244.31,1420787,1325320.12,58659.76,0,7348.16,8402.94,794476.62,2453.36,2841.54,456428.91,1027419.62,998961.69,1515806.25,706815.81,0,1.5,11403961,567200960
2019-01-02T22:00:00,11307904,9.6,749060,756170.06,827291.69,480274.62,127363.84,9388.56,464486.31,506131.59,797950.38,890856.31,711106.81,5003896,426.4,192818.08,2344469,41575.1,1820110.75,17881.23,0,0,35983.92,0,112106.08,185493.64,52086.32,214009.92,8.92,819196.38,1181636.38,231394.92,3373.6,0,904260.31,1420807.5,1325322.75,58659.76,0,7348.24,8403.03,794483.06,2453.36,2841.6,456442.25,1027450.56,998992.56,1515838.38,706827.69,0,1.5,11404133,567200960
2019-01-02T23:00:00,11308126,9.6,749082.81,756181.94,827302.94,480281.19,127365.2,9388.77,464495.75,506144.62,797954.62,890865.62,711124.06,5004011,426.4,192820.41,2344529,41576.22,1820146.88,17881.64,0,0,35984.1,0,112107.92,185501.95,52087,214013.92,8.92,819200.38,1181640,231395.77,3373.6,0,904276,1420827.5,1325325.25,58659.76,0,7348.28,8403.15,794489.06,2453.36,2841.72,456455.59,1027476.38,999022.75,1515869.88,706839.5,0,1.5,11404298,567200960
2019-01-03T00:00:00,11308339,9.6,749100,756191.12,827313.81,480287.75,127366.48,9388.98,464505.28,506153.91,797958.5,890878.06,711141.38,5004125.5,426.4,192822.8,2344589,41577.32,1820182.5,17882.05,0,0,35984.22,0,112109.76,185510.31,52087.76,214017.92,8.92,819204.31,1181643.5,231396.59,3373.6,0,904291.62,1420846,1325327.75,58659.76,0,7348.36,8403.24,794495.5,2453.36,2841.78,456468.97,1027499.25,999047.81,1515896.62,706851.94,0,1.5,11404448,567200960
2019-01-03T01:00:00,11308546,9.6,749114.75,756200,827323.81,480294.09,127367.76,9389.19,464515.19,506158.25,797962.38,890893.19,711158.56,5004240,426.4,192824.48,2344649.25,41578.4,1820218.5,17882.46,0,0,35984.34,0,112111.6,185518.59,52088.44,214021.88,8.92,819208.38,1181647,231397.48,3373.6,0,904307.19,1420862.88,1325330.25,58659.76,0,7348.44,8403.34,794501.44,2453.36,2841.9,456482.69,1027519.94,999065.75,1515924.5,706863.5,0,1.5,11404589,567200960
2019-01-03T02:00:00,11308754,9.6,749129.44,756209.06,827333.94,480300.41,127369.04,9389.4,464522.97,506162.97,797966.38,890910.75,711175.62,5004354.5,426.4,192825.77,2344709.5,41579.49,1820255.38,17882.87,0,0,35984.46,0,112113.48,185526.92,52089.04,214025.88,8.92,819212.25,1181650.75,231399.95,3373.6,0,904322.19,1420879.75,1325332.75,58659.76,0,7348.52,8403.45,794507.06,2453.36,2841.96,456496.41,1027540.62,999083.25,1515951.62,706875.06,0,1.5,11404730,567200960
2019-01-03T03:00:00,11308956,9.6,749144.25,756218,827344,480306.81,127370.32,9389.61,464531.03,506167.59,797970.56,890922.62,711192.81,5004468.5,426.4,192827.05,2344769.5,41580.62,1820291.38,17883.27,0,0,35984.64,0,112115.32,185535.23,52089.64,214029.88,8.92,819216.12,1181654.25,231404.95,3373.6,0,904338,1420897,1325335.25,58659.76,0,7348.6,8403.57,794512.5,2453.36,2842.08,456510.12,1027561.06,999100.94,1515978.5,706887.44,0,1.5,11404874,567200960
2019-01-03T04:00:00,11309156,9.6,749159.06,756227.06,827354.25,480313.19,127371.6,9389.82,464538.97,506172.31,797974.62,890934.12,711210.19,5004580.5,426.4,192828.16,2344829.25,41581.75,1820326.12,17883.69,0,0,35984.76,0,112117.16,185543.52,52090.08,214033.84,8.92,819220.06,1181658,231410.05,3373.6,0,904353.5,1420914.88,1325337.88,58659.76,0,7348.64,8403.67,794519.06,2453.36,2842.14,456523.84,1027581.62,999118.62,1516005.75,706899.62,0,1.5,11405020,567200960
