date_time,1A01_1,1A02_1,1A03_1,1A04_1,1A04_2,1A04_3,1A05_1,1A05_2,1A05_3,1A05_4,1A06_1,1A06_2,1A06_3,1A06_4,1A06_5,1A07_1,1A07_2,1A07_3,1A07_4,1A07_5,1A07_6,1A07_7,2A01_1,2A02_1,2A03_1,2A04_1,2A05_1,2A05_2,2A05_3,2A05_4,2A06_1,2A06_2,2A06_3,2A06_4,2A06_5,2A07_1,2A07_2,2A08_1,2A08_2,2A08_3,2A08_4,2A08_5,2A08_6,2A08_7,2A08_8,2A08_9,2A09_1,2A09_2,2A09_3,2A09_4,2A09_5,2A09_6,2A09_7,2A09_8,2A09_9,2A10_1,2A10_2,2A10_3,2A10_4,2A10_5,2A10_6,2A10_7,2A10_8,2A10_9
2019-03-28T12:00:00,5874380.5,0,0,1481314.62,472086.16,98.94,845088.81,527832.81,395402.81,0,356975.75,394606.97,53892.24,0,0,148822.86,131215.5,229552.14,400679.09,0,0,0,0,6802592,1.35,0.3,1540237.12,1017682.38,652980.38,271655.38,412175.44,364660.31,584562.19,384036.97,0,1615291.62,213.6,159.51,173.75,56929.4,71763.38,42173.52,57319,20736.09,0,0,19086.96,14055.29,24871.08,10530.9,11313.85,11002.56,8835.5,0,0,796.83,726.35,66343.75,80936.33,13012.38,4922.54,1084290.75,10870.5,6291.38
2019-03-28T13:00:00,5874545.5,0,0,1481387.38,472108.41,98.94,845110.25,527841.12,395407.19,0,356983.19,394606.97,53893.04,0,0,148825.27,131216.36,229552.2,400688.16,0,0,0,0,6802799,1.35,0.3,1540303,1017720.19,653006.75,271658.38,412185.91,364665.62,584574.56,384047.69,0,1615328.75,213.6,159.51,173.75,56930.62,71764.86,42175.64,57320.84,20737.08,0,0,19087.98,14056.46,24871.85,10531.1,11313.85,11002.6,8835.55,0,0,796.85,726.36,66344.8,80937.31,13012.42,4922.61,1084314.25,10870.52,6291.56
2019-03-28T14:00:00,5874697,0,0,1481449.38,472125.38,98.94,845133.12,527848,395413.28,0,356989.09,394606.97,53893.68,0,0,148827.95,131217.16,229552.23,400704.12,0,0,0,0,6802972.5,1.35,0.3,1540360.12,1017753.62,653024.5,271660.47,412195.59,364667.81,584582.75,384055.53,0,1615364.38,213.6,159.51,173.75,56931.79,71766.28,42177.92,57322.68,20738.31,0,0,19089.18,14057.46,24872.56,10531.25,11313.85,11002.64,8835.6,0,0,796.87,726.38,66345.82,80938.27,13012.46,4922.67,1084336.75,10870.54,6291.72
2019-03-28T15:00:00,5874884.5,0,0,1481524,472145.66,98.94,845165.44,527862.75,395418.88,0,357000.12,394606.97,53894.64,0,0,148829.88,131218.02,229552.3,400712.03,0,0,0,0,6803188.5,1.35,0.3,1540431.25,1017795.88,653045.25,271663.56,412208.72,364671.09,584593.19,384070.81,0,1615402.75,213.6,159.51,173.76,56932.99,71767.75,42180.72,57325.2,20739.57,0,0,19090.44,14058.62,24873.49,10531.45,11313.85,11002.64,8835.6,0,0,796.88,726.39,66346.88,80939.26,13012.5,4922.74,1084359.88,10870.57,6291.9
2019-03-28T16:00:00,5875076,0,0,1481602,472167.16,98.94,845203.06,527882.06,395423.38,0,357011.69,394606.97,53895.52,0,0,148831.95,131218.86,229552.34,400712.12,0,0,0,0,6803419,1.35,0.3,1540505.75,1017841.12,653067.94,271666.44,412222.72,364675.91,584606.38,384088.25,0,1615440,213.6,159.52,173.76,56934.2,71769.21,42182.68,57327.48,20740.65,0,0,19091.61,14059.79,24874.29,10531.65,11313.9,11002.68,8835.65,0,0,796.9,726.4,66347.93,80940.24,13012.54,4922.8,1084383.12,10870.59,6292.08
2019-03-28T17:00:00,5875249.5,0,0,1481672.12,472188.22,98.94,845234.88,527900,395427.69,0,357023.09,394606.97,53895.92,0,0,148833.72,131219.66,229552.41,400712.19,0,0,0,0,6803640,1.35,0.3,1540575.38,1017886.5,653092.56,271669.31,412233.59,364680.19,584622.94,384100.72,0,1615474.38,213.6,159.52,173.76,56935.35,71770.61,42184.44,57329.52,20741.52,0,0,19092.63,14060.81,24875,10531.8,11313.9,11002.72,8835.65,0,0,796.92,726.42,66348.94,80941.18,13012.58,4923,1084405.38,10870.62,6292.24
2019-03-28T18:00:00,5875425.5,0,0,1481743.5,472208.25,98.94,845259.5,527915.06,395432.62,0,357034.62,394606.97,53896.8,0,0,148835.45,131220.5,229552.44,400721.12,0,0,0,0,6803854.5,1.35,0.3,1540646.5,1017929.88,653110.31,271672.31,412243.19,364685.03,584636.81,384116.25,0,1615512,213.6,159.52,173.76,56936.56,71772.08,42186.84,57331.92,20742.6,0,0,19093.77,14061.94,24875.85,10532,11313.9,11002.76,8835.7,0,0,796.93,726.43,66350,80942.18,13012.61,4923.07,1084428.38,10870.63,6292.41
2019-03-28T19:00:00,5875579,0,0,1481805.25,472224.47,98.94,845282.38,527924.19,395434.88,0,357045,394606.97,53897.36,0,0,148837.8,131221.34,229552.5,400736.91,0,0,0,0,6804039.5,1.35,0.3,1540707.62,1017967.69,653123.5,271674.28,412251.69,364688.25,584646.5,384129.69,0,1615548.38,213.6,159.52,173.78,56937.75,71773.52,42189.08,57334.08,20743.83,0,0,19094.67,14062.96,24876.9,10532.2,11313.9,11002.8,8835.7,0,0,796.95,726.45,66351.03,80943.14,13012.66,4923.13,1084451.25,10870.66,6292.59
2019-03-28T20:00:00,5875687,0,0,1481847.88,472236.31,98.94,845301.25,527931.5,395436.97,0,357054.72,394606.97,53898.24,0,0,148839.45,131222.16,229552.56,400737,0,0,0,0,6804194.5,1.35,0.3,1540756.12,1017996.5,653133.62,271675.38,412261.12,364692.31,584654.25,384142.16,0,1615582.38,213.6,159.53,173.78,56938.94,71774.97,42190.4,57335.56,20744.49,0,0,19095.39,14063.94,24877.54,10532.4,11313.9,11002.84,8835.75,0,0,796.97,726.46,66352.07,80944.12,13012.69,4923.19,1084474,10870.68,6292.77
2019-03-28T21:00:00,5875787,0,0,1481881.75,472248.06,98.94,845318.75,527939.81,395438.97,0,357065.03,394606.97,53899.44,0,0,148840.83,131222.86,229552.62,400737.09,0,0,0,0,6804337.5,1.35,0.3,1540801,1018022.69,653142.12,271676.5,412271.84,364696,584657.94,384153.28,0,1615616,213.6,159.53,173.78,56940.13,71776.41,42191.36,57336.72,20745.06,0,0,19095.96,14064.96,24878.19,10532.55,11313.9,11002.84,8835.75,0,0,796.98,726.47,66352.94,80944.94,13012.73,4923.26,1084497.62,10870.7,6292.93
2019-03-28T22:00:00,5875872.5,0,0,1481913.25,472256.97,98.94,845332,527945.94,395441.19,0,357075.47,394606.97,53900.16,0,0,148842.03,131223.42,229552.66,400737.16,0,0,0,0,6804465,1.35,0.3,1540838.75,1018047.5,653148.25,271678.19,412276.47,364698.38,584664.31,384164.47,0,1615649.25,213.6,159.53,173.78,56941.32,71777.85,42192.48,57337.92,20745.57,0,0,19096.44,14065.94,24878.94,10532.75,11313.9,11002.88,8835.8,0,0,797,726.49,66353.63,80945.61,13012.77,4923.32,1084521.25,10870.73,6293.11
2019-03-28T23:00:00,5875943.5,0,0,1481941.5,472263.69,98.94,845339.69,527952.19,395443.19,0,357082.31,394606.97,53900.64,0,0,148843.41,131224,229552.7,400737.25,0,0,0,0,6804571,1.35,0.3,1540871.88,1018068.5,653152.81,271679.59,412280.09,364700,584667.19,384170.31,0,1615681.25,213.6,159.53,173.79,56942.51,71779.29,42193.28,57338.84,20745.9,0,0,19096.86,14066.91,24879.78,10532.95,11313.9,11002.92,8835.85,0,0,797.02,726.5,66354.44,80946.29,13012.81,4923.38,1084543.75,10870.74,6293.28
2019-03-29T00:00:00,5876011.5,0,0,1481967,472269.91,98.94,845348.62,527958.88,395445.28,0,357088.91,394606.97,53900.64,0,0,148845.06,131224.55,229552.77,400737.31,0,0,0,0,6804673.5,1.35,0.3,1540901.25,1018088.19,653157.38,271681.47,412283.53,364701.53,584669.75,384177.12,0,1615713.62,213.6,159.54,173.79,56943.7,71780.74,42193.96,57339.6,20746.14,0,0,19097.31,14067.87,24880.53,10533.1,11313.9,11002.96,8835.85,0,0,797.03,726.52,66355.48,80946.96,13012.85,4923.45,1084567.62,10870.77,6293.46
2019-03-29T01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29T02:00:00,5876142.5,0,0,1482015.75,472282.31,98.94,845365.94,527968.81,395449.12,0,357101.81,394606.97,53901.04,0,0,148848.33,131225.66,229552.89,400737.47,0,0,0,0,6804869.5,1.35,0.3,1540949.75,1018126.31,653166.62,271684.5,412290.81,364704.75,584674.94,384193.59,0,1615778.75,213.6,159.54,173.79,56946.09,71783.64,42194.68,57340.76,20746.71,0,0,19097.67,14069.78,24882.1,10533.5,11313.9,11003.04,8835.9,0,0,797.07,726.55,66357.55,80948.3,13012.93,4923.58,1084616.38,10870.82,6293.81
2019-03-29T03:00:00,5876208,0,0,1482040,472288.59,98.94,845374.25,527972.5,395451.12,0,357108.31,394606.97,53901.36,0,0,148850.02,131226.23,229552.92,400737.56,0,0,0,0,6804965,1.35,0.3,1540973.88,1018144,653171.38,271685.88,412294.31,364706.38,584677.81,384200.97,0,1615812,213.6,159.54,173.81,56947.31,71785.11,42194.96,57341.2,20746.92,0,0,19097.82,14070.77,24883.1,10533.7,11313.9,11003.08,8835.95,0,0,797.08,726.56,66358.62,80948.98,13012.97,4923.65,1084641.25,10870.84,6293.98
2019-03-29T04:00:00,5876268.5,0,0,1482062,472294.62,98.94,845382.06,527976.19,395452.97,0,357114.53,394606.97,53901.84,0,0,148851.66,131226.78,229552.98,400737.62,0,0,0,0,6805055.5,1.35,0.3,1540996.75,1018160.69,653176.06,271687.38,412297.75,364707.97,584680.31,384205.53,0,1615844,213.6,159.55,173.81,56948.49,71786.55,42195.24,57341.56,20747.19,0,0,19097.97,14071.7,24884.03,10533.9,11313.9,11003.08,8835.95,0,0,797.1,726.58,66359.64,80949.63,13013,4923.71,1084665.5,10870.86,6294.16
2019-03-29T05:00:00,5876326,0,0,1482082.38,472300.84,98.94,845388.62,527979.5,395454.88,0,357120.84,394606.97,53902.24,0,0,148853.28,131227.34,229553.05,400737.72,0,0,0,0,6805144.5,1.35,0.3,1541019.38,1018177.69,653180.62,271688.84,412301.19,364709.53,584683.06,384208.88,0,1615876.75,213.6,159.55,173.81,56949.68,71787.99,42195.52,57341.96,20747.34,0,0,19098.12,14072.66,24885.06,10534.1,11313.9,11003.12,8836,0,0,797.12,726.59,66360.68,80950.3,13013.05,4923.77,1084690,10870.88,6294.33
2019-03-29T06:00:00,5876382,0,0,1482102.62,472306.59,98.94,845394.88,527983.06,395456.81,0,357127.09,394606.97,53902.72,0,0,148855.5,131227.91,229553.09,400737.81,0,0,0,0,6805232,1.35,0.3,1541040.75,1018194.69,653185.31,271690.22,412304.72,364711.06,584685.5,384212.09,0,1615909.25,213.6,159.55,173.81,56950.86,71789.43,42195.8,57342.28,20747.52,0,0,19098.27,14073.61,24886.1,10534.25,11313.9,11003.16,8836.05,0,0,797.13,726.6,66361.71,80950.98,13013.08,4923.83,1084714.38,10870.9,6294.51
2019-03-29T07:00:00,5876439,0,0,1482123.5,472312.41,98.94,845401.62,527986.38,395458.62,0,357133.62,394606.97,53903.12,0,0,148857.12,131228.44,229553.16,400737.88,0,0,0,0,6805322.5,1.35,0.3,1541063.62,1018212.31,653189.88,271691.56,412308.16,364712.66,584688.31,384215.38,0,1615942.75,213.6,159.55,173.82,56952.04,71790.86,42196.36,57342.96,20747.73,0,0,19098.48,14074.56,24887.11,10534.45,11313.9,11003.2,8836.05,0,0,797.15,726.62,66362.75,80951.64,13013.12,4923.89,1084738.75,10870.93,6294.67
2019-03-29T08:00:00,5876497,0,0,1482146.12,472318.69,98.94,845408.31,527989.94,395460.47,0,357139.81,394606.97,53903.68,0,0,148858.73,131229,229553.19,400737.97,0,0,0,0,6805415,1.35,0.3,1541088.75,1018229.81,653194.44,271693.09,412311.69,364714.12,584691.75,384218.47,0,1615975.62,213.6,159.56,173.82,56953.21,71792.28,42197,57343.68,20747.97,0,0,19098.69,14075.52,24888.02,10534.65,11313.9,11003.24,8836.1,0,0,797.17,726.63,66363.77,80952.3,13013.15,4923.95,1084762.75,10870.94,6294.85
2019-03-29T09:00:00,5876591,0,0,1482179.25,472327.44,98.94,845421.94,527997.12,395462.72,0,357146.47,394606.97,53904.08,0,0,148860.95,131229.84,229553.25,400747.09,0,0,0,0,6805534,1.35,0.3,1541122.75,1018251.88,653204.5,271694.72,412315.12,364716.03,584698.94,384222.41,0,1616010.75,213.6,159.56,173.82,56954.4,71793.72,42198.96,57345,20748.51,0,0,19099.23,14076.57,24888.91,10534.85,11313.9,11003.28,8836.1,0,0,797.18,726.65,66364.81,80953.26,13013.2,4924.02,1084786.25,10870.97,6295.03
2019-03-29T10:00:00,5876729,0,0,1482238.25,472343.12,98.94,845441.62,528009.12,395465.75,0,357152.75,394606.97,53904.64,0,0,148862.88,131230.66,229553.31,400754.72,0,0,0,0,6805710,1.35,0.3,1541181.25,1018285.19,653219.38,271698,412320.81,364719.38,584711.25,384232.25,0,1616048.75,213.6,159.56,173.82,56955.58,71795.16,42201.36,57347.2,20749.53,0,0,19100.16,14077.63,24889.76,10535,11313.9,11003.28,8836.15,0,0,797.2,726.66,66365.85,80954.22,13013.23,4924.08,1084810.38,10870.99,6295.2
2019-03-29T11:00:00,5876892,0,0,1482308.25,472362.66,98.94,845469.75,528021.62,395469.75,0,357161.28,394606.97,53905.44,0,0,148865.02,131231.5,229553.38,400754.81,0,0,0,0,6805923.5,1.35,0.3,1541247.38,1018324.88,653244.25,271701.91,412328.09,364722.47,584727.19,384250.16,0,1616084.38,213.6,159.56,173.84,56956.76,71796.59,42203.12,57348.84,20750.4,0,0,19100.94,14078.64,24890.76,10535.2,11313.9,11003.32,8836.15,0,0,797.22,726.68,66366.89,80955.18,13013.27,4924.14,1084833.75,10871.02,6295.38
2019-03-29T12:00:00,5877052,0,0,1482379.5,472382.19,98.94,845489.62,528033.25,395475.53,0,357170.47,394606.97,53906.64,0,0,148866.98,131232.31,229553.41,400754.88,0,0,0,0,6806136,1.35,0.3,1541314.75,1018365.81,653268.25,271705.34,412335.38,364725.62,584743.25,384264.41,0,1616122,213.6,159.56,173.84,56957.95,71798.03,42205.28,57350.88,20751.54,0,0,19102.05,14079.73,24891.78,10535.4,11313.9,11003.36,8836.2,0,0,797.23,726.69,66367.93,80956.14,13013.31,4924.2,1084857.38,10871.03,6295.55
2019-03-29T13:00:00,5877222,0,0,1482449.38,472401.94,98.94,845508.5,528050.75,395480.97,0,357179.09,394606.97,53907.84,0,0,148869.3,131233.16,229553.45,400764.03,0,0,0,0,6806347,1.35,0.3,1541380.62,1018403.88,653292,271709.06,412345.44,364729.06,584760.25,384277.59,0,1616158.75,213.6,159.57,173.84,56959.14,71799.48,42207.48,57352.84,20752.38,0,0,19103.01,14080.82,24892.75,10535.6,11313.9,11003.4,8836.2,0,0,797.25,726.7,66368.98,80957.1,13013.35,4924.41,1084880.75,10871.06,6295.71
2019-03-29T14:00:00,5877385.5,0,0,1482516.5,472418.81,98.94,845524.94,528070.25,395484.72,0,357187.12,394606.97,53908.56,0,0,148871.7,131234,229553.52,400780.31,0,0,0,0,6806540.5,1.35,0.3,1541439.38,1018436.38,653312.88,271711.09,412355.03,364730.59,584775.12,384295.75,0,1616195.25,213.6,159.57,173.84,56960.33,71800.92,42209.4,57354.56,20753.49,0,0,19103.88,14081.82,24893.75,10535.75,11313.9,11003.44,8836.25,0,0,797.27,726.72,66370.01,80958.06,13013.39,4924.47,1084904.38,10871.08,6295.89
2019-03-29T15:00:00,5877581,0,0,1482594,472438.19,98.94,845550.56,528096,395491.75,0,357198.12,394606.97,53909.84,0,0,148873.56,131234.81,229553.58,400787.38,0,0,0,0,6806773.5,1.35,0.3,1541504.5,1018475.88,653343.81,271714.66,412368.31,364734.66,584793.75,384317.59,0,1616232.75,213.6,159.57,173.85,56961.51,71802.37,42211.92,57356.92,20754.6,0,0,19104.96,14082.93,24894.79,10535.95,11313.9,11003.48,8836.25,0,0,797.28,726.73,66371.05,80959.02,13013.5,4924.53,1084927.5,10871.1,6296.06
2019-03-29T16:00:00,5877767.5,0,0,1482672.12,472458.78,98.94,845573.75,528114.75,395500.72,0,357210.91,394606.97,53911.12,0,0,148875.42,131235.66,229553.61,400787.44,0,0,0,0,6807015.5,1.35,0.3,1541572,1018518.88,653377.94,271717.88,412382.16,364740.81,584814.19,384336.88,0,1616268.75,213.6,159.57,173.85,56962.7,71803.81,42214.04,57358.96,20755.44,0,0,19105.83,14084.03,24895.8,10536.15,11313.9,11003.48,8836.3,0,0,797.3,726.75,66372.09,80959.98,13013.54,4924.58,1084950.38,10871.13,6296.24
2019-03-29T17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29T18:00:00,5878122.5,0,0,1482818,472501.69,98.94,845617.62,528147.69,395514.97,0,357233.94,394606.97,53913.76,0,0,148880.73,131237.3,229553.73,400795.75,0,0,0,0,6807481.5,1.35,0.3,1541709.5,1018608.12,653440.81,271724.81,412406,364754.03,584843.25,384371.03,0,1616341.25,213.6,159.58,173.85,56965.07,71806.7,42217.92,57362.96,20757.36,0,0,19107.66,14086.12,24897.81,10536.5,11314.15,11003.56,8836.35,0,0,797.33,726.77,66374.17,80961.9,13013.62,4924.88,1084996,10871.17,6296.58
2019-03-29T19:00:00,5878270.5,0,0,1482878,472517.28,98.94,845636.81,528155.5,395519.59,0,357245.03,394606.97,53914.24,0,0,148882.5,131238.12,229553.77,400810.72,0,0,0,0,6807666.5,1.35,0.3,1541767.25,1018644.38,653460.5,271726.84,412412.47,364756.97,584856.31,384381.59,0,1616378,213.6,159.58,173.86,56966.26,71808.14,42219.72,57364.8,20758.26,0,0,19108.53,14087.12,24898.73,10536.7,11314.15,11003.6,8836.4,0,0,797.35,726.79,66375.21,80962.86,13013.92,4925.74,1085019.25,10871.19,6296.74
2019-03-29T20:00:00,5878370.5,0,0,1482924.88,472528.69,98.94,845654.38,528158.25,395521.53,0,357253.62,394606.97,53914.8,0,0,148884.2,131238.94,229553.81,400810.81,0,0,0,0,6807811.5,1.35,0.3,1541807.62,1018668.19,653472.94,271727.97,412418.09,364758.53,584865.94,384398.09,0,1616412.75,213.6,159.58,173.86,56967.45,71809.58,42221.12,57365.96,20759.01,0,0,19109.19,14088.08,24899.41,10536.85,11314.15,11003.64,8836.4,0,0,797.37,726.8,66376.25,80963.82,13013.96,4926.3,1085042.62,10871.22,6296.93
2019-03-29T21:00:00,5878457,0,0,1482962,472539.75,98.94,845668.62,528160.94,395524,0,357261.41,394606.97,53915.12,0,0,148885.59,131239.66,229553.88,400810.88,0,0,0,0,6807935,1.35,0.3,1541843.88,1018688.62,653482.19,271729.09,412422.31,364760.06,584870.38,384410.31,0,1616447.25,213.6,159.59,173.86,56968.64,71811.03,42222,57367.04,20759.58,0,0,19109.7,14089.05,24900.09,10537.05,11314.15,11003.68,8836.45,0,0,797.38,726.82,66377.12,80964.65,13014.07,4926.88,1085066.88,10871.24,6297.09
2019-03-29T22:00:00,5878536.5,0,0,1482996.62,472549.62,98.94,845679.81,528163.81,395526.25,0,357268.75,394606.97,53915.52,0,0,148886.8,131240.22,229553.94,400810.91,0,0,0,0,6808055,1.35,0.3,1541877.75,1018709,653490.75,271730.28,412426.25,364761.66,584874.62,384422.16,0,1616481.25,213.6,159.59,173.86,56969.84,71812.49,42223.04,57368.04,20760.03,0,0,19110.15,14090.01,24900.86,10537.25,11314.15,11003.68,8836.45,0,0,797.4,726.83,66377.81,80965.31,13014.11,4927.47,1085091,10871.26,6297.27
2019-03-29T23:00:00,5878604,0,0,1483024.38,472557.19,98.94,845688.94,528167.19,395528.56,0,357275.22,394606.97,53915.84,0,0,148888.11,131240.78,229554,400811,0,0,0,0,6808164,1.35,0.3,1541908.5,1018728.5,653496,271731.47,412429.91,364763.22,584880.31,384430.72,0,1616514,213.6,159.59,173.88,56971.03,71813.92,42223.72,57368.88,20760.24,0,0,19110.51,14090.96,24901.53,10537.45,11314.15,11003.72,8836.5,0,0,797.42,726.85,66378.66,80965.99,13014.15,4928.06,1085115,10871.28,6297.45
2019-03-30T00:00:00,5878663,0,0,1483046.75,472564.19,98.94,845697.62,528171.38,395530.47,0,357281.53,394606.97,53915.92,0,0,148889.67,131241.31,229554.03,400811.09,0,0,0,0,6808264.5,1.35,0.3,1541936.62,1018746.62,653502.25,271732.59,412433.75,364764.75,584885.06,384435.28,0,1616547.62,213.6,159.59,173.88,56972.2,71815.35,42224.28,57369.88,20760.48,0,0,19110.96,14091.92,24902.22,10537.6,11314.15,11003.76,8836.5,0,0,797.43,726.86,66379.7,80966.66,13014.26,4928.66,1085139.75,10871.3,6297.61
2019-03-30T01:00:00,5878719.5,0,0,1483066.62,472571.12,98.94,845705.94,528174.06,395532.41,0,357288,394606.97,53916,0,0,148891.2,131241.88,229554.09,400811.16,0,0,0,0,6808360.5,1.35,0.3,1541963.38,1018764.19,653508.38,271733.78,412437.44,364766.38,584887.44,384438.56,0,1616581.25,213.6,159.6,173.88,56973.39,71816.78,42224.8,57370.44,20760.78,0,0,19111.29,14092.88,24902.87,10537.8,11314.15,11003.8,8836.55,0,0,797.45,726.88,66380.74,80967.33,13014.3,4929.26,1085164.25,10871.33,6297.8
2019-03-30T02:00:00,5878774.5,0,0,1483086.12,472577.97,98.94,845713.62,528176.81,395534.31,0,357294.53,394606.97,53916.16,0,0,148892.77,131242.42,229554.16,400811.25,0,0,0,0,6808454,1.35,0.3,1541989,1018781.38,653513.88,271734.88,412441.12,364767.91,584890.06,384441.75,0,1616614.38,213.6,159.6,173.88,56974.58,71818.22,42225.12,57370.96,20761.14,0,0,19111.62,14093.83,24903.55,10538,11314.15,11003.84,8836.55,0,0,797.47,726.89,66381.77,80967.99,13014.34,4929.87,1085189.25,10871.35,6297.98
2019-03-30T03:00:00,5878832.5,0,0,1483106.12,472584.97,98.94,845722.38,528179.69,395536.25,0,357301.19,394606.97,53916.4,0,0,148894.34,131243,229554.2,400811.31,0,0,0,0,6808546.5,1.35,0.3,1542012.62,1018798.38,653519.38,271736.09,412445.12,364769.5,584892.56,384445.03,0,1616647.62,213.6,159.6,173.9,56975.79,71819.69,42225.4,57371.4,20761.5,0,0,19111.89,14094.79,24904.24,10538.2,11314.15,11003.88,8836.6,0,0,797.48,726.9,66382.81,80968.66,13014.38,4930.46,1085213.62,10871.37,6298.14
2019-03-30T04:00:00,5878888.5,0,0,1483125.12,472591.84,98.94,845730.88,528183.19,395538.16,0,357306.72,394606.97,53916.8,0,0,148895.88,131243.55,229554.27,400811.41,0,0,0,0,6808636,1.35,0.3,1542036,1018815.12,653525.06,271737.19,412448.72,364771.12,584895.19,384448.25,0,1616679.62,213.6,159.6,173.9,56976.97,71821.12,42225.68,57371.84,20761.71,0,0,19112.07,14095.74,24904.94,10538.4,11314.15,11003.88,8836.65,0,0,797.5,726.92,66383.84,80969.32,13014.49,4931.04,1085237.25,10871.39,6298.32
2019-03-30T05:00:00,5878946.5,0,0,1483144.38,472598.84,98.94,845739.06,528187.5,395540.09,0,357311.62,394606.97,53917.28,0,0,148897.44,131244.09,229554.3,400811.47,0,0,0,0,6808725.5,1.35,0.3,1542059,1018832.12,653530.56,271738.38,412452.56,364772.66,584897.75,384451.44,0,1616712.38,213.6,159.61,173.9,56978.18,71822.59,42225.96,57372.16,20761.89,0,0,19112.22,14096.71,24905.79,10538.6,11314.15,11003.92,8836.65,0,0,797.52,726.93,66384.89,80970,13014.53,4931.62,1085261.25,10871.42,6298.48
2019-03-30T06:00:00,5879004,0,0,1483163.88,472605.5,98.94,845746.25,528191.19,395542.09,0,357317.81,394606.97,53917.76,0,0,148899,131244.66,229554.36,400811.56,0,0,0,0,6808814.5,1.35,0.3,1542081.25,1018849,653536.19,271739.59,412456.16,364774.28,584900.31,384454.62,0,1616744,213.6,159.61,173.9,56979.36,71824.03,42226.24,57372.48,20762.04,0,0,19112.43,14097.66,24906.6,10538.8,11314.15,11003.96,8836.7,0,0,797.53,726.95,66385.92,80970.66,13014.58,4932.19,1085284.75,10871.44,6298.66
2019-03-30T07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-30T08:00:00,5879116,0,0,1483202.88,472619.28,98.94,845760,528198.06,395546,0,357327.91,394606.97,53918.64,0,0,148902.23,131245.77,229554.48,400811.72,0,0,0,0,6808995,1.35,0.3,1542127.62,1018882,653546.88,271741.88,412463.38,364777.41,584906.25,384460.97,0,1616810,213.6,159.61,173.91,56981.74,71826.91,42227.2,57373.64,20762.4,0,0,19112.73,14099.58,24908.02,10539.2,11314.15,11004.04,8836.75,0,0,797.57,726.98,66388,80972,13014.73,4933.41,1085333.25,10871.48,6299.01
2019-03-30T09:00:00,5879172,0,0,1483223.25,472626.28,98.94,845767.06,528201.75,395547.91,0,357332.47,394606.97,53919.12,0,0,148904.31,131246.58,229554.52,400811.81,0,0,0,0,6809085,1.35,0.3,1542152.62,1018898,653551.94,271743.09,412466.72,364778.97,584910.75,384464,0,1616842.38,213.6,159.62,173.91,56982.89,71828.31,42227.56,57374.2,20762.55,0,0,19112.88,14100.56,24908.72,10539.4,11314.15,11004.08,8836.75,0,0,797.58,726.99,66389.02,80972.94,13014.77,4934.13,1085356.62,10871.5,6299.19
2019-03-30T10:00:00,5879257,0,0,1483255.62,472637.34,98.94,845778.56,528208,395550.09,0,357340.19,394606.97,53919.52,0,0,148906.2,131247.42,229554.56,400811.88,0,0,0,0,6809200.5,1.35,0.3,1542192.38,1018916.69,653557.81,271744.19,412470.97,364780.56,584915.75,384467.28,0,1616877.62,213.6,159.62,173.91,56984.11,71829.78,42228.24,57375.28,20762.97,0,0,19113.3,14101.56,24909.67,10539.6,11314.15,11004.12,8836.8,0,0,797.6,727,66390.07,80973.91,13014.88,4934.72,1085381.5,10871.53,6299.35
2019-03-30T11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-30T12:00:00,5879426,0,0,1483328,472661.41,98.94,845800.94,528216,395554.81,0,357350.69,394606.97,53920.32,0,0,148909.83,131249.08,229554.69,400812.03,0,0,0,0,6809443.5,1.35,0.3,1542278.88,1018957.38,653570.75,271746.5,412479.19,364783.72,584929.25,384476.97,0,1616946,213.6,159.62,173.93,56986.48,71832.66,42230.32,57377.32,20763.69,0,0,19113.99,14103.57,24911.59,10539.95,11314.15,11004.16,8836.85,0,0,797.63,727.03,66392.15,80975.83,13014.96,4935.9,1085428.38,10871.57,6299.72
